STOXXID;SEDOL;ISIN;effectiveDate;weightFactor;capFactor
018270;4182249;IE0001827041;20190318;275139.7209541831;1
049065;4519579;IE0004906560;20190318;92572.80708228768;1
307428;4741714;FR0000130395;20190318;67655.20048891108;1
401093;BD0Q398;NL0011794037;20190318;448380.69333982136;1
401140;B1YXBJ7;FR0000120073;20190318;98160.96493210134;1
401190;BJ2KSG2;NL0013267909;20190318;125053.44539094418;1
407023;B1Y9TB3;FR0000120644;20190318;168057.17354505992;1
408348;5086577;DE000BASF111;20190318;128498.61868153476;1
408522;5756029;DE0005190003;20190318;121345.67759859424;1
408930;5107401;DE0005200000;20190318;112302.43810441656;1
411232;5852842;FR0000120404;20190318;243313.41750275416;1
416279;4162791;FR0000121329;20190318;81937.00486950472;1
417986;5650422;ES0116870314;20190318;421514.2595393773;1
419454;4061393;FR0000130403;20190318;21681.345822893432;1
421185;5806225;BE0974256852;20190318;185045.22477576128;1
424910;B0HZL93;NL0000009827;20190318;78939.61341339577;1
430230;4834777;FR0000127771;20190318;343652.7148482819;1
430376;7212477;FR0000121667;20190318;109988.97132562195;1
431536;5271782;ES0130670112;20190318;489186.74972241727;1
439830;5563520;DE0005937007;20190318;315595.45487015304;1
441842;5253973;FR0000052292;20190318;15832.18811505458;1
441870;5120679;DE0006047004;20190318;120788.37786156488;1
441920;B0CCH46;NL0000008977;20190318;115126.10014658906;1
441930;7792559;NL0000009165;20190318;110792.66593669026;1
442031;5076705;DE0006048432;20190318;103562.16275642948;1
442464;B288C92;ES0144580Y14;20190318;1565102.2902821295;1
442990;5108664;DE0006070006;20190318;59593.98833964088;1
443639;7145056;IT0003132476;20190318;625504.220221779;1
449000;4490005;FI0009000202;20190318;160976.18666194033;1
449667;B09M9D2;FI0009013403;20190318;193863.1516963011;1
453456;5956078;NL0000009082;20190318;3027382.603595732;1
453478;4057808;FR0000120321;20190318;42627.51796064574;1
454721;4547213;FR0000130213;20190318;348222.3117000633;1
457270;4572709;FR0000039299;20190318;2032310.59347717;1
461785;4617859;DE0005552004;20190318;273108.0167852409;1
465975;5809428;NL0009432491;20190318;202667.2803122041;1
468232;4682329;FR0000120693;20190318;71917.05262840119;1
468520;5986622;NL0000009538;20190318;221932.8751705181;1
473322;5669354;ES0173516115;20190318;610748.742912253;1
474184;4741844;DE0006599905;20190318;84309.9062451602;1
475531;BYYHL23;BE0974293251;20190318;107505.51114974372;1
476361;4846288;DE0007164600;20190318;85093.29108901368;1
