,reportDate,dj_id,icb_sectorl1,icb_sectorl3,vol,is_selected
739,2022-06-09,738307,60,601010,0.185613160794998,Y
737,2022-06-09,579802,65,651010,0.251170607064038,Y
736,2022-06-09,443639,60,601010,0.259900378194815,Y
735,2022-06-09,528983,30,301010,0.438676215536445,N
734,2022-06-09,430376,20,201020,0.281068929181308,N
733,2022-06-09,432154,30,302020,0.26227737987217,Y
732,2022-06-09,433560,40,401010,0.387144094791638,N
738,2022-06-09,431536,65,651010,0.249822468841999,Y
799,2022-06-09,B164FY,50,502060,0.337111501138548,N
747,2022-06-09,492752,65,651020,0.233516618357812,Y
749,2022-06-09,511938,15,151020,0.225850958915229,Y
763,2022-06-09,419454,40,402040,0.327766837270905,N
762,2022-06-09,B03851,50,501010,0.261166510562602,Y
761,2022-06-09,143451,35,351020,0.221224307789444,Y
760,2022-06-09,421342,30,301010,0.469826045245504,N
759,2022-06-09,726261,30,301010,0.31565951144533,N
758,2022-06-09,018270,50,501010,0.2826152015907,N
748,2022-06-09,B234WN,20,201020,0.351453914870188,N
757,2022-06-09,EE009,30,301010,0.331820409260804,N
755,2022-06-09,425240,40,401010,0.326434970132052,N
754,2022-06-09,533004,10,101010,0.288010497333446,N
753,2022-06-09,715672,45,451010,0.266928745334436,Y
752,2022-06-09,426724,30,301010,0.423185284799347,N
751,2022-06-09,702196,30,302020,0.205284113059332,Y
750,2022-06-09,461785,50,502060,0.299857478011625,N
756,2022-06-09,424749,40,401010,0.410879929482382,N
731,2022-06-09,437915,50,502010,0.331876246469468,N
800,2022-06-09,403197,40,402040,0.333955435553005,N
802,2022-06-09,755087,30,302020,0.211317047478558,Y
839,2022-06-09,DE4061,40,404010,0.466014244709438,N
840,2022-06-09,FR502D,50,502050,0.306072715598192,N
841,2022-06-09,ES502D,15,151020,0.281784689641586,N
842,2022-06-09,ES504F,50,502060,0.293415030870053,N
843,2022-06-09,FR504F,50,501010,0.27920116102679,N
844,2022-06-09,IT506M,15,151020,0.21168987830689,Y
845,2022-06-09,DE5084,20,201020,0.399122322146111,N
846,2022-06-09,FR506H,50,502010,0.279310246297729,N
847,2022-06-09,DE50B7,10,101010,0.308124631534416,N
848,2022-06-09,DE50C8,55,552010,0.322005767645927,N
849,2022-06-09,FR509K,30,302020,0.281702746156593,N
850,2022-06-09,IT509P,40,401010,0.292439553168993,N
851,2022-06-09,IT602J,30,303010,0.266096569412214,Y
852,2022-06-09,NL602G,30,301010,0.37584123526404,N
853,2022-06-09,NL603H,50,501010,0.37773419660643,N
854,2022-06-09,NL604I,30,303020,0.246249491942105,Y
855,2022-06-09,ES604G,35,351020,0.239622329385674,Y
867,2022-06-09,AT701B,30,301010,0.321932467450258,N
868,2022-06-09,DE70DB,45,452010,0.60142044085754,N
869,2022-06-09,NL704J,10,101020,0.463504842250139,N
866,2022-06-09,FR705I,20,201020,0.426160345729929,N
865,2022-06-09,DE7086,10,101010,0.320508994307407,N
864,2022-06-09,DE70A8,20,201030,0.466239548070769,N
838,2022-06-09,NL403F,30,303010,0.268920276566228,Y
863,2022-06-09,DE7075,35,351010,0.301312587796753,N
861,2022-06-09,IT703L,10,101010,0.370308900265075,N
860,2022-06-09,FR702F,10,101010,0.297706486538572,N
859,2022-06-09,DE7020,20,201020,0.388616217141957,N
858,2022-06-09,IT607O,65,651020,0.195566962431023,Y
857,2022-06-09,NL606K,10,101010,0.599862583312779,N
856,2022-06-09,DE601Y,65,651020,0.4474070068953,N
862,2022-06-09,DE7042,40,402010,0.732977183923809,N
837,2022-06-09,IT404J,30,301010,0.311250679873107,N
836,2022-06-09,FR407H,50,502050,0.431193391245708,N
835,2022-06-09,NL402E,55,552010,0.302630510418716,N
816,2022-06-09,DE104W,40,403010,0.345380375132843,N
815,2022-06-09,BE107X,35,351020,0.231986505676114,Y
814,2022-06-09,BE105V,35,351020,0.26894057410295,Y
813,2022-06-09,IT002D,50,502040,0.350427941900127,N
812,2022-06-09,440044,40,401010,0.542979106507449,N
811,2022-06-09,471310,40,404010,0.311923898396189,N
817,2022-06-09,IE102Z,45,451020,0.268729451254159,Y
810,2022-06-09,ES0017,10,101010,0.347014978941521,N
808,2022-06-09,EG063,55,552010,0.246745779793447,Y
807,2022-06-09,576920,50,501010,0.298588774162101,N
806,2022-06-09,422060,40,401010,0.382336109496726,N
805,2022-06-09,549913,65,651010,0.234288734805559,Y
804,2022-06-09,513962,50,502020,0.348306866824747,N
803,2022-06-09,411232,40,405010,0.37380225086776,N
809,2022-06-09,EF031,50,502050,0.25568031529046,Y
801,2022-06-09,533338,50,501010,0.248594410125492,Y
818,2022-06-09,IT101D,20,201020,0.329684300037673,N
820,2022-06-09,FR1018,10,101010,0.314024180414271,N
834,2022-06-09,ES403D,35,351020,0.276506413924328,N
833,2022-06-09,FR405F,30,302020,0.227079830267338,Y
832,2022-06-09,IT402H,40,402040,0.359617772306144,N
831,2022-06-09,FR402C,60,601010,0.296489871972172,N
830,2022-06-09,FI3022,50,502040,0.307303805734731,N
829,2022-06-09,NL301C,55,552010,0.363216937424776,N
819,2022-06-09,IT102E,50,502040,0.32870726547182,N
828,2022-06-09,DE3082,35,351010,0.267645374706837,Y
826,2022-06-09,DE305Z,55,552010,0.225227053633507,Y
825,2022-06-09,DE301V,35,351010,0.231809966262637,Y
824,2022-06-09,DE2092,15,151020,0.255179919975248,Y
823,2022-06-09,DE2070,35,351010,0.28756258922206,N
822,2022-06-09,FR103A,20,201020,0.338441562570231,N
821,2022-06-09,DE1080,50,502020,0.357454869354299,N
827,2022-06-09,DE3060,50,502040,0.389210938918909,N
730,2022-06-09,B28V44,50,501010,0.391346694097055,N
729,2022-06-09,774563,35,351020,0.269411468794626,Y
728,2022-06-09,400169,30,303010,0.304321902325819,N
625,2022-06-09,488082,15,151020,0.224800963398382,Y
626,2022-06-09,465940,15,151020,0.498966676195172,N
627,2022-06-09,B1JB4K,55,552010,0.236071211067346,Y
628,2022-06-09,507267,55,551010,0.320095919156949,N
629,2022-06-09,477670,10,101020,0.344010578888993,N
630,2022-06-09,482110,55,552010,0.278270674386178,N
631,2022-06-09,482030,30,302020,0.293362077978176,N
632,2022-06-09,481830,40,405010,0.320333198426633,N
633,2022-06-09,725147,60,601010,0.177332500352922,Y
634,2022-06-09,B1RR84,50,502030,0.294637714894746,N
635,2022-06-09,480710,50,502030,0.323709707034593,N
636,2022-06-09,B00ZQQ,15,151010,0.266987700663697,Y
637,2022-06-09,479213,40,402020,0.256128813247111,Y
638,2022-06-09,479736,30,303020,0.343142456411081,N
639,2022-06-09,483410,50,502020,0.291961617661316,N
640,2022-06-09,476361,10,101010,0.241202072904674,Y
641,2022-06-09,477518,20,201030,0.193102191740555,Y
656,2022-06-09,573282,20,201020,0.250095721941215,Y
655,2022-06-09,B0704T,30,301010,0.540020031787145,N
654,2022-06-09,472370,50,502050,0.291479572087366,N
653,2022-06-09,705339,20,201030,0.260490192302479,Y
652,2022-06-09,672716,65,651010,0.193941803587479,Y
650,2022-06-09,471279,40,401010,0.438382222359764,N
624,2022-06-09,599933,50,502050,0.262272843108463,Y
649,2022-06-09,473322,60,601010,0.306085607416043,N
647,2022-06-09,533458,50,502010,0.418188133470282,N
646,2022-06-09,473550,65,651020,0.301174354013323,N
645,2022-06-09,011517,40,405010,0.427215636992719,N
644,2022-06-09,476776,50,502010,0.372097751078159,N
643,2022-06-09,476837,50,501010,0.314315103350927,N
642,2022-06-09,477319,30,303020,0.233159964702562,Y
648,2022-06-09,B1VP0K,50,502020,0.367922072594821,N
623,2022-06-09,753851,60,601010,0.375523908650304,N
622,2022-06-09,B01BN5,65,651010,0.211960354503991,Y
621,2022-06-09,416279,50,502010,0.263503657367972,Y
871,2022-06-09,BE8041,20,201030,0.389603884571143,N
872,2022-06-09,DE8054,10,101010,0.428707223079809,N
873,2022-06-09,DE8087,20,201020,0.27844524455956,N
874,2022-06-09,FI8038,35,351010,0.228177770016899,Y
875,2022-06-09,NL802I,50,502050,0.47617754511558,N
876,2022-06-09,DE80DC,50,502060,0.322991771922914,N
613,2022-06-09,435413,10,101010,0.23049392970003,Y
877,2022-06-09,FR90ET,10,101020,0.431790072772393,N
879,2022-06-09,NL901I,10,101010,0.523715682451434,N
880,2022-06-09,FR90GV,40,405010,0.252085214998661,Y
881,2022-06-09,NL002A,45,451010,0.259891243715996,Y
882,2022-06-09,DE004V,60,601020,0.415165270130513,N
883,2022-06-09,DE10KC,15,151020,0.236010107908931,Y
884,2022-06-09,NL106F,30,302010,0.428399859481693,N
878,2022-06-09,IT90BV,50,502050,0.357815701519451,N
657,2022-06-09,506472,40,402040,0.337750967210868,N
612,2022-06-09,505125,55,551010,0.271350695671585,Y
610,2022-06-09,EF2,65,651020,0.327847272550058,N
620,2022-06-09,489108,50,502030,0.484422141118457,N
619,2022-06-09,490541,60,601010,0.273104443875062,Y
618,2022-06-09,587183,40,402030,0.429486412424741,N
617,2022-06-09,491062,20,201030,0.264783613011349,Y
600,2022-06-09,497711,40,403010,0.208044364381064,Y
601,2022-06-09,496960,50,501010,0.33149672838188,N
611,2022-06-09,492624,40,401010,0.457774179892645,N
602,2022-06-09,588171,30,302020,0.260851748611733,Y
604,2022-06-09,B11Y56,55,552010,0.381504265274342,N
605,2022-06-09,EG7,40,401010,0.356205611800015,N
606,2022-06-09,494340,55,551020,0.317013322234088,N
607,2022-06-09,430230,40,403010,0.279057293926315,N
608,2022-06-09,481808,50,501010,0.25945541472299,Y
609,2022-06-09,466160,65,651010,0.440584551207444,N
603,2022-06-09,452518,50,502040,0.353386448911784,N
658,2022-06-09,470774,40,403010,0.284956860422303,N
659,2022-06-09,B1W4V6,50,502020,0.283225028280136,N
660,2022-06-09,525288,40,403010,0.358277107500038,N
710,2022-06-09,423932,50,501010,0.281300015741873,N
709,2022-06-09,451180,30,303020,0.280807242241953,N
708,2022-06-09,441870,50,501010,0.284777388049793,N
707,2022-06-09,441930,45,451010,0.243261417627298,Y
706,2022-06-09,441920,45,451010,0.234192139140486,Y
705,2022-06-09,442031,40,402020,0.263190401524906,Y
711,2022-06-09,481775,30,301010,0.41402941638249,N
704,2022-06-09,759800,65,651020,0.230798304695927,Y
702,2022-06-09,572670,40,402040,0.311009908518322,N
701,2022-06-09,444747,50,502030,0.28740655973593,N
700,2022-06-09,442464,65,651010,0.25067619219016,Y
699,2022-06-09,445573,30,302020,0.322365323178686,N
698,2022-06-09,711131,40,404010,0.307189858382124,N
697,2022-06-09,588950,10,101020,0.364436182247626,N
703,2022-06-09,441842,40,402040,0.331547641746599,N
696,2022-06-09,448816,30,301010,0.367421224748458,N
712,2022-06-09,EF024,50,502060,0.223794049078817,Y
714,2022-06-09,439155,30,302020,0.186427157943415,Y
727,2022-06-09,557955,65,651010,0.345462158211832,N
726,2022-06-09,517617,15,151020,0.141239720957319,Y
870,2022-06-09,DE70FD,55,552010,0.241101574784806,Y
725,2022-06-09,582300,15,151020,0.318493250878553,N
724,2022-06-09,435209,20,201010,0.262028780384191,Y
723,2022-06-09,512907,20,201010,0.250199532949533,Y
713,2022-06-09,407023,45,451020,0.225684995887361,Y
722,2022-06-09,435435,55,552010,0.25822807818972,Y
720,2022-06-09,462338,60,601020,0.53931066586494,N
719,2022-06-09,417986,65,651020,0.260332136713252,Y
718,2022-06-09,B0C2CQ,65,651020,0.281793399195504,N
717,2022-06-09,458260,50,502040,0.238068281360731,Y
716,2022-06-09,439180,35,351020,0.243500528102058,Y
715,2022-06-09,B01SPF,20,201030,0.376056360520696,N
721,2022-06-09,B1FW75,60,601010,0.330977377590058,N
886,2022-06-09,DE14EA,50,502060,0.449850785991825,N
695,2022-06-09,407683,30,301010,0.335126822649375,N
693,2022-06-09,447723,45,452010,0.247228106757198,Y
674,2022-06-09,461075,30,303020,0.272094653898113,Y
673,2022-06-09,XXXXX3,60,601010,0.428456224673512,N
672,2022-06-09,713083,50,502020,0.343276276598259,N
671,2022-06-09,463841,15,151010,0.289821544382737,N
670,2022-06-09,548552,55,551020,0.404218909313756,N
669,2022-06-09,478184,30,301010,0.29732294294903,N
675,2022-06-09,B09DHL,50,502010,0.35288881596062,N
668,2022-06-09,465145,60,601010,0.359636209605672,N
666,2022-06-09,B1FN8X,50,502040,0.388430557285861,N
665,2022-06-09,025881,40,405010,0.415349832153049,N
664,2022-06-09,468232,45,451010,0.23358343916561,Y
663,2022-06-09,468520,20,201020,0.347536616748546,N
662,2022-06-09,469678,40,401010,0.404372481648346,N
661,2022-06-09,470384,40,402040,0.342720383066163,N
667,2022-06-09,462220,20,201030,0.302902993041823,N
694,2022-06-09,B0R7JF,20,201030,0.326291240717696,N
676,2022-06-09,458836,40,401010,0.273663882720177,Y
678,2022-06-09,457481,30,302020,0.28227892568403,N
692,2022-06-09,576162,55,552010,0.476401631068567,N
691,2022-06-09,449774,30,301010,0.351329651180591,N
690,2022-06-09,049065,45,451020,0.23147173592027,Y
689,2022-06-09,449000,45,452010,0.307277855980623,N
688,2022-06-09,449123,50,501010,0.361800752945852,N
687,2022-06-09,556582,35,351020,0.385420569000208,N
677,2022-06-09,474184,20,201030,0.303094397687073,N
686,2022-06-09,449667,50,502040,0.253490067733451,Y
684,2022-06-09,453456,15,151020,0.172933700431669,Y
683,2022-06-09,453478,40,402040,0.265146179891153,Y
682,2022-06-09,B05M8B,55,552010,0.394192298546671,N
681,2022-06-09,B11ZRK,50,502020,0.219487683941205,Y
680,2022-06-09,453770,40,405010,0.451633205259037,N
679,2022-06-09,454005,40,402040,0.32362268702247,N
685,2022-06-09,424910,45,451020,0.247943449393253,Y
651,2022-06-09,307428,45,451010,0.287533733080881,N
615,2022-06-09,491134,35,351020,0.448818269166464,N
614,2022-06-09,423244,30,301010,0.456685670868229,N
684,2022-09-08,424910,45,451020,0.290328666350042,Y
695,2022-09-08,448816,30,301010,0.378141326269366,N
696,2022-09-08,588950,10,101020,0.401213719191601,N
697,2022-09-08,711131,40,404010,0.322345862566397,N
698,2022-09-08,445573,30,302020,0.345291651742365,N
699,2022-09-08,442464,65,651010,0.265618183277031,Y
700,2022-09-08,444747,50,502030,0.316661467539819,N
701,2022-09-08,572670,40,402040,0.310712050334589,N
702,2022-09-08,441842,40,402040,0.352669680785715,N
703,2022-09-08,759800,65,651020,0.279212913248024,Y
704,2022-09-08,442031,40,402020,0.268682078675561,Y
705,2022-09-08,441920,45,451010,0.247559577113177,Y
706,2022-09-08,441930,45,451010,0.250458004671611,Y
707,2022-09-08,441870,50,501010,0.310338439860751,N
708,2022-09-08,451180,30,303020,0.303770318907835,N
694,2022-09-08,407683,30,301010,0.369765699706053,N
693,2022-09-08,B0R7JF,20,201030,0.342195254438601,N
692,2022-09-08,447723,45,452010,0.263514116303948,Y
691,2022-09-08,576162,55,552010,0.500169299720705,N
675,2022-09-08,458836,40,401010,0.30783941139118,N
676,2022-09-08,474184,20,201030,0.313073274370925,N
677,2022-09-08,457481,30,302020,0.305100632447241,N
678,2022-09-08,454005,40,402040,0.324984663377575,N
679,2022-09-08,453770,40,405010,0.48344635175604,N
680,2022-09-08,B11ZRK,50,502020,0.24500388923032,Y
681,2022-09-08,B05M8B,55,552010,0.464279746291518,N
682,2022-09-08,453478,40,402040,0.285935783267122,Y
683,2022-09-08,453456,15,151020,0.170426273960509,Y
685,2022-09-08,449667,50,502040,0.285890231063127,Y
686,2022-09-08,556582,35,351020,0.400638188446504,N
687,2022-09-08,449123,50,501010,0.441974670766151,N
688,2022-09-08,449000,45,452010,0.32064422241713,N
689,2022-09-08,049065,45,451020,0.239372889946956,Y
690,2022-09-08,449774,30,301010,0.369992303762201,N
709,2022-09-08,423932,50,501010,0.2885690318771,Y
710,2022-09-08,481775,30,301010,0.426688102684067,N
711,2022-09-08,EF024,50,502060,0.222299247009799,Y
712,2022-09-08,407023,45,451020,0.228563379379593,Y
733,2022-09-08,528983,30,301010,0.459973774971261,N
734,2022-09-08,443639,60,601010,0.299395039662207,N
735,2022-09-08,579802,65,651010,0.273610527214575,Y
736,2022-09-08,431536,65,651010,0.257493494315462,Y
737,2022-09-08,738307,60,601010,0.205212976535879,Y
738,2022-09-08,570151,15,151020,0.167879399071425,Y
739,2022-09-08,B09M9F,65,651010,0.262577777589443,Y
740,2022-09-08,936469,50,501010,0.258832000354991,Y
741,2022-09-08,EL004,65,651010,0.366256638229579,N
742,2022-09-08,524918,65,651010,0.260136680234716,Y
743,2022-09-08,B0NJJ1,65,651010,0.453022840873624,N
744,2022-09-08,401225,50,502010,0.380278973738619,N
745,2022-09-08,492752,65,651020,0.274286433246091,Y
746,2022-09-08,B234WN,20,201020,0.379464136956914,N
747,2022-09-08,511938,15,151020,0.228126504257605,Y
732,2022-09-08,430376,20,201020,0.297916257576174,Y
674,2022-09-08,B09DHL,50,502010,0.371072661045503,N
731,2022-09-08,432154,30,302020,0.276634585038527,Y
729,2022-09-08,437915,50,502010,0.366233553693232,N
713,2022-09-08,439155,30,302020,0.204067697189483,Y
714,2022-09-08,B01SPF,20,201030,0.429843967777655,N
715,2022-09-08,439180,35,351020,0.294282754138744,Y
716,2022-09-08,458260,50,502040,0.25660360913157,Y
717,2022-09-08,B0C2CQ,65,651020,0.304065247852621,N
718,2022-09-08,417986,65,651020,0.28970348146088,Y
719,2022-09-08,462338,60,601020,0.494697134498626,N
720,2022-09-08,B1FW75,60,601010,0.365932348616084,N
721,2022-09-08,435435,55,552010,0.285918109628038,Y
723,2022-09-08,435209,20,201010,0.284981511313808,Y
724,2022-09-08,582300,15,151020,0.320148404096012,N
725,2022-09-08,517617,15,151020,0.148136869596309,Y
726,2022-09-08,557955,65,651010,0.448703857925981,N
727,2022-09-08,400169,30,303010,0.327446250508035,N
728,2022-09-08,774563,35,351020,0.308278288313203,N
730,2022-09-08,433560,40,401010,0.410926520271394,N
673,2022-09-08,461075,30,303020,0.28106563649492,Y
672,2022-09-08,XXXXX3,60,601010,0.454564500724721,N
671,2022-09-08,713083,50,502020,0.370235070047523,N
619,2022-09-08,490541,60,601010,0.308634050692213,N
620,2022-09-08,487563,10,101010,0.244161800941428,Y
621,2022-09-08,489108,50,502030,0.525382600179009,N
622,2022-09-08,416279,50,502010,0.279627138855099,Y
623,2022-09-08,B01BN5,65,651010,0.232688292455855,Y
624,2022-09-08,753851,60,601010,0.429415604320355,N
618,2022-09-08,587183,40,402030,0.450607974104484,N
625,2022-09-08,599933,50,502050,0.28958173868462,Y
627,2022-09-08,465940,15,151020,0.534240034830109,N
628,2022-09-08,B1JB4K,55,552010,0.264695342549563,Y
629,2022-09-08,507267,55,551010,0.360155371919276,N
630,2022-09-08,477670,10,101020,0.369866236719985,N
631,2022-09-08,482110,55,552010,0.322920953445319,N
632,2022-09-08,482030,30,302020,0.329359175264349,N
626,2022-09-08,488082,15,151020,0.229848991499196,Y
617,2022-09-08,491062,20,201030,0.275002079641004,Y
616,2022-09-08,400500,55,552010,0.384137779916517,N
615,2022-09-08,491134,35,351020,0.461422239201384,N
600,2022-09-08,497711,40,403010,0.229587180544933,Y
601,2022-09-08,496960,50,501010,0.384030558801545,N
602,2022-09-08,588171,30,302020,0.296752845137464,Y
603,2022-09-08,452518,50,502040,0.399448214815307,N
604,2022-09-08,B11Y56,55,552010,0.412851070280249,N
605,2022-09-08,EG7,40,401010,0.381059882218978,N
606,2022-09-08,494340,55,551020,0.384050251714123,N
607,2022-09-08,430230,40,403010,0.293921333237587,Y
608,2022-09-08,481808,50,501010,0.270221003880314,Y
609,2022-09-08,466160,65,651010,0.459175696592754,N
610,2022-09-08,EF2,65,651020,0.358405117004523,N
611,2022-09-08,492624,40,401010,0.509762511216013,N
612,2022-09-08,505125,55,551010,0.291210843922884,Y
613,2022-09-08,435413,10,101010,0.238624511170478,Y
614,2022-09-08,423244,30,301010,0.491632549700794,N
633,2022-09-08,481830,40,405010,0.318938740263146,N
634,2022-09-08,725147,60,601010,0.190409127352837,Y
635,2022-09-08,B1RR84,50,502030,0.338892697965057,N
636,2022-09-08,480710,50,502030,0.35370503493409,N
656,2022-09-08,573282,20,201020,0.254728788330303,Y
657,2022-09-08,506472,40,402040,0.378154419646422,N
658,2022-09-08,470774,40,403010,0.31082687855339,N
659,2022-09-08,B1W4V6,50,502020,0.31896846994037,N
660,2022-09-08,470384,40,402040,0.333384702429842,N
661,2022-09-08,469678,40,401010,0.423576566755648,N
662,2022-09-08,468520,20,201020,0.391551046160336,N
663,2022-09-08,468232,45,451010,0.244934587133669,Y
664,2022-09-08,025881,40,405010,0.436001134012482,N
665,2022-09-08,B1FN8X,50,502040,0.421713830185124,N
666,2022-09-08,462220,20,201030,0.336995193641122,N
667,2022-09-08,465145,60,601010,0.412160222278491,N
668,2022-09-08,478184,30,301010,0.317193058776362,N
669,2022-09-08,548552,55,551020,0.424045233844291,N
670,2022-09-08,463841,15,151010,0.290356289812126,Y
655,2022-09-08,472370,50,502050,0.316716843034367,N
748,2022-09-08,461785,50,502060,0.323426249090063,N
654,2022-09-08,705339,20,201030,0.285406928696545,Y
652,2022-09-08,307428,45,451010,0.314131949875849,N
637,2022-09-08,B00ZQQ,15,151010,0.267787472435339,Y
638,2022-09-08,479213,40,402020,0.278484578700904,Y
639,2022-09-08,479736,30,303020,0.401035230834365,N
640,2022-09-08,483410,50,502020,0.316170040033599,N
641,2022-09-08,476361,10,101010,0.259283177658668,Y
642,2022-09-08,477518,20,201030,0.237065348608947,Y
643,2022-09-08,477319,30,303020,0.246759552128972,Y
644,2022-09-08,476837,50,501010,0.348668110082741,N
645,2022-09-08,476776,50,502010,0.37862142943599,N
646,2022-09-08,011517,40,405010,0.43864025688981,N
647,2022-09-08,473550,65,651020,0.328995649853236,N
648,2022-09-08,533458,50,502010,0.482745328646828,N
649,2022-09-08,B1VP0K,50,502020,0.402679176909061,N
650,2022-09-08,473322,60,601010,0.338559791261335,N
651,2022-09-08,471279,40,401010,0.480436823309145,N
653,2022-09-08,672716,65,651010,0.215748872844348,Y
749,2022-09-08,702196,30,302020,0.214934992116031,Y
722,2022-09-08,512907,20,201010,0.313738711294072,N
751,2022-09-08,715672,45,451010,0.299208198476806,N
850,2022-09-08,NL604I,30,303020,0.265556172725469,Y
849,2022-09-08,NL603H,50,501010,0.41597840435103,N
848,2022-09-08,NL602G,30,301010,0.382740598370808,N
847,2022-09-08,IT602J,30,303010,0.298865937724426,N
846,2022-09-08,IT509P,40,401010,0.303887399543343,N
845,2022-09-08,FR509K,30,302020,0.306824768857991,N
844,2022-09-08,DE50C8,55,552010,0.363119049345959,N
843,2022-09-08,DE50B7,10,101010,0.332837619503615,N
842,2022-09-08,FR506H,50,502010,0.301489809716625,N
841,2022-09-08,DE5084,20,201020,0.439632411408664,N
840,2022-09-08,IT506M,15,151020,0.228810885402076,Y
839,2022-09-08,FR504F,50,501010,0.28171973647166,Y
838,2022-09-08,ES504F,50,502060,0.298303817288978,Y
837,2022-09-08,ES502D,15,151020,0.315791307837733,N
836,2022-09-08,FR502D,50,502050,0.331927994659769,N
835,2022-09-08,DE4061,40,404010,0.56528084599336,N
834,2022-09-08,NL403F,30,303010,0.305018954637951,N
820,2022-09-08,DE2092,15,151020,0.266859830276115,Y
821,2022-09-08,DE301V,35,351010,0.286126572049127,Y
822,2022-09-08,DE305Z,55,552010,0.288844525858886,Y
823,2022-09-08,DE3060,50,502040,0.464921020924953,N
824,2022-09-08,DE3082,35,351010,0.326233776786723,N
825,2022-09-08,NL301C,55,552010,0.404511351674989,N
851,2022-09-08,ES604G,35,351020,0.265875384615289,Y
826,2022-09-08,FI3022,50,502040,0.331461823097318,N
828,2022-09-08,IT402H,40,402040,0.394174677240896,N
829,2022-09-08,FR405F,30,302020,0.237292148372236,Y
830,2022-09-08,ES403D,35,351020,0.298376439167796,Y
831,2022-09-08,NL402E,55,552010,0.318601490167752,N
832,2022-09-08,FR407H,50,502050,0.470686384302196,N
833,2022-09-08,IT404J,30,301010,0.36900970426651,N
827,2022-09-08,FR402C,60,601010,0.317667924065602,N
819,2022-09-08,FR103A,20,201020,0.348633997804165,N
750,2022-09-08,426724,30,301010,0.455654830243029,N
854,2022-09-08,BE601W,45,451020,0.296532999997277,Y
885,2022-09-08,DE14EA,50,502060,0.421186568658897,N
884,2022-09-08,NL123E,40,403010,0.366467887805755,N
883,2022-09-08,ES11BJ,65,651010,0.335425260849969,N
882,2022-09-08,NL106F,30,302010,0.488521825628136,N
881,2022-09-08,DE10KC,15,151020,0.239074712539002,Y
880,2022-09-08,NL102B,50,502020,0.503530364133331,N
879,2022-09-08,DE004V,60,601020,0.434317014203923,N
878,2022-09-08,NL002A,45,451010,0.283706367811881,Y
877,2022-09-08,FR90GV,40,405010,0.257656628387565,Y
876,2022-09-08,NL901I,10,101010,0.539235133435134,N
875,2022-09-08,IT90BV,50,502050,0.407799075852245,N
874,2022-09-08,DE9066,65,651010,0.432718841932643,N
873,2022-09-08,FR90ET,10,101020,0.475752454071587,N
872,2022-09-08,DE80DC,50,502060,0.346076815614727,N
871,2022-09-08,NL802I,50,502050,0.526248305354023,N
870,2022-09-08,FI8038,35,351010,0.302424143957744,N
869,2022-09-08,DE8087,20,201020,0.308379123562033,N
855,2022-09-08,DE7020,20,201020,0.414116835585923,N
856,2022-09-08,FR702F,10,101010,0.318098398931586,N
857,2022-09-08,IT703L,10,101010,0.402316022412777,N
858,2022-09-08,DE7042,40,402010,0.822177287951385,N
859,2022-09-08,DE7075,35,351010,0.388152744975357,N
860,2022-09-08,DE70A8,20,201030,0.500742725240846,N
853,2022-09-08,IT607O,65,651020,0.233071310136913,Y
861,2022-09-08,DE7086,10,101010,0.375512498238977,N
863,2022-09-08,AT701B,30,301010,0.337316601114216,N
864,2022-09-08,DE70DB,45,452010,0.660478177677768,N
865,2022-09-08,NL704J,10,101020,0.520799635734174,N
866,2022-09-08,DE70FD,55,552010,0.256089947365394,Y
867,2022-09-08,BE8041,20,201030,0.387409151059631,N
868,2022-09-08,DE8054,10,101010,0.467148673331962,N
862,2022-09-08,FR705I,20,201020,0.444933830429722,N
818,2022-09-08,DE1080,50,502020,0.359563944977424,N
852,2022-09-08,NL606K,10,101010,0.770450954933015,N
816,2022-09-08,IT102E,50,502040,0.369363805488629,N
781,2022-09-08,555465,50,502060,0.22585307442801,Y
780,2022-09-08,458887,30,303020,0.271451360891115,Y
779,2022-09-08,007560,30,301010,0.421679023246122,N
778,2022-09-08,407141,30,301010,0.368318429852403,N
777,2022-09-08,408348,55,552010,0.334920415282943,N
776,2022-09-08,408530,20,201030,0.289312513990942,Y
775,2022-09-08,550190,30,301010,0.378662378007221,N
774,2022-09-08,737826,30,301010,0.459171233221114,N
773,2022-09-08,709538,30,301010,0.479521261919798,N
772,2022-09-08,407228,30,301010,0.358289120422345,N
771,2022-09-08,408930,45,452010,0.23440428173451,Y
770,2022-09-08,B00D9P,15,151020,0.253287837919411,Y
768,2022-09-08,408522,40,401010,0.33011699233764,N
767,2022-09-08,413366,30,301010,0.351898370631013,N
782,2022-09-08,405671,30,303020,0.24297867017401,Y
766,2022-09-08,457270,50,502060,0.272068419463384,Y
764,2022-09-08,B28DTJ,50,502050,0.228209375209618,Y
763,2022-09-08,416343,10,101010,0.316252950021007,N
762,2022-09-08,417754,45,452010,0.26642107893682,Y
761,2022-09-08,419454,40,402040,0.330187892879805,N
760,2022-09-08,B03851,50,501010,0.271611613090144,Y
759,2022-09-08,143451,35,351020,0.253688353900974,Y
758,2022-09-08,421342,30,301010,0.517857962415753,N
757,2022-09-08,726261,30,301010,0.33347736013289,N
756,2022-09-08,018270,50,501010,0.294142758712569,Y
755,2022-09-08,EE009,30,301010,0.374628863280327,N
754,2022-09-08,424749,40,401010,0.369376008531241,N
753,2022-09-08,425240,40,401010,0.357803625491358,N
752,2022-09-08,533004,10,101010,0.317271870542594,N
