,reportDate,dj_id,icb_sectorl1,icb_sectorl3,vol,is_selected
655,2020-09-02,471279,40,401010,0.699931506845409,N
670,2020-09-02,468232,45,451010,0.26598314329085,Y
669,2020-09-02,468382,40,401010,0.565426419677378,N
668,2020-09-02,468520,20,201020,0.325373601881589,Y
667,2020-09-02,469678,40,401010,0.507583205336445,N
666,2020-09-02,470384,40,404010,0.404599843910046,N
665,2020-09-02,525288,40,403010,0.563769218406126,N
664,2020-09-02,B1W4V6,50,502020,0.436064238315146,N
663,2020-09-02,470774,40,403010,0.495803694121839,N
662,2020-09-02,506472,40,402040,0.467989284799291,N
661,2020-09-02,573282,20,201020,0.430898601886296,N
660,2020-09-02,B0704T,30,301010,0.419125901279195,N
659,2020-09-02,472370,50,502050,0.434993012849564,N
658,2020-09-02,705339,20,201030,0.399501699487507,N
657,2020-09-02,672716,65,651010,0.29026800375216,Y
656,2020-09-02,307428,45,451010,0.380776587866409,Y
636,2020-09-02,481830,40,405010,0.480687334117653,N
671,2020-09-02,025881,40,405010,0.463099993259868,N
635,2020-09-02,482030,30,302020,0.326172292437155,Y
633,2020-09-02,477670,10,101020,0.528162315425894,N
613,2020-09-02,505125,55,551010,0.317011702941003,Y
612,2020-09-02,492624,40,401010,0.640183126757602,N
611,2020-09-02,EF2,65,651020,0.391077819900118,N
610,2020-09-02,466160,65,651010,0.480613936546923,N
609,2020-09-02,481808,50,501010,0.496945354211206,N
608,2020-09-02,563828,45,451020,0.317477082258406,Y
614,2020-09-02,435413,10,101010,0.41091566288121,N
607,2020-09-02,430230,40,403010,0.32081868267045,Y
605,2020-09-02,EG7,40,401010,0.509327842974881,N
604,2020-09-02,465975,50,502060,0.269529368961506,Y
603,2020-09-02,452518,50,502040,0.520743665030536,N
602,2020-09-02,588171,30,302020,0.443375027753587,N
601,2020-09-02,496960,50,501010,0.467787051741713,N
600,2020-09-02,497711,40,403010,0.272819476892258,Y
606,2020-09-02,494340,55,551020,0.426936777605954,N
615,2020-09-02,491207,45,452010,0.263333824624558,Y
616,2020-09-02,423244,30,301010,0.513042668813356,N
617,2020-09-02,491134,35,351020,0.729158842102692,N
632,2020-09-02,507267,55,551010,0.38519207176221,Y
631,2020-09-02,EF025,65,651020,0.439694223253186,N
630,2020-09-02,B1JB4K,55,552010,0.272477955278318,Y
629,2020-09-02,487416,60,601010,0.735848596420743,N
628,2020-09-02,465940,15,151020,0.486257747199198,N
627,2020-09-02,488082,15,151020,0.424040622233244,N
626,2020-09-02,599933,50,502050,0.423931862907553,N
625,2020-09-02,753851,55,551020,0.493313216608334,N
624,2020-09-02,B01BN5,65,651010,0.346415414685501,Y
623,2020-09-02,416279,50,502010,0.424593707257352,N
622,2020-09-02,489108,50,502030,0.736065503809901,N
621,2020-09-02,490541,60,601010,0.471869097347528,N
620,2020-09-02,587183,40,402030,0.42034693769211,N
619,2020-09-02,491062,20,201030,0.375069486840022,Y
618,2020-09-02,400500,55,551020,0.461209050402431,N
634,2020-09-02,482110,55,552010,0.450772684736789,N
893,2020-09-02,NL901I,10,101010,0.380738217088802,Y
672,2020-09-02,B1FN8X,50,502040,0.52981466620842,N
674,2020-09-02,462220,20,201030,0.365351900456142,Y
725,2020-09-02,458260,50,502040,0.463899639446883,N
724,2020-09-02,439180,35,351020,0.439927930253976,N
723,2020-09-02,B1Y47Y,20,201020,0.333637439523479,Y
722,2020-09-02,B01SPF,20,201030,0.335917741884158,Y
721,2020-09-02,439155,30,302020,0.371814478748352,Y
720,2020-09-02,407023,45,451020,0.279676294592261,Y
726,2020-09-02,B0C2CQ,65,651020,0.391066492195345,N
719,2020-09-02,EF024,50,502060,0.427375392667298,N
717,2020-09-02,423932,50,501010,0.446165362379907,N
716,2020-09-02,451180,30,303020,0.390767433474395,N
715,2020-09-02,441870,50,501010,0.464789924724936,N
714,2020-09-02,441930,45,451010,0.27814549356817,Y
713,2020-09-02,441920,45,451010,0.291656484185373,Y
712,2020-09-02,442031,40,402020,0.268374217552522,Y
718,2020-09-02,481775,30,301010,0.621585889730059,N
727,2020-09-02,417986,65,651020,0.361439065454381,Y
728,2020-09-02,462338,60,601020,0.464744600299698,N
729,2020-09-02,B1FW75,60,601010,0.410003990825904,N
744,2020-09-02,443639,60,601010,0.486823287263698,N
743,2020-09-02,528983,30,301010,0.499476711152082,N
742,2020-09-02,430376,20,201020,0.347748759256548,Y
741,2020-09-02,421185,45,452010,0.402197148965382,N
740,2020-09-02,432154,30,302020,0.460194714070882,N
739,2020-09-02,433560,40,401010,0.506767259024885,N
738,2020-09-02,437915,50,502010,0.538876789485541,N
737,2020-09-02,774563,35,351020,0.589345826667565,N
736,2020-09-02,400169,30,303010,0.481667142596142,N
735,2020-09-02,557955,65,651010,0.373221773593018,Y
734,2020-09-02,517617,15,151020,0.298188426469052,Y
733,2020-09-02,582300,15,151020,0.390120823779534,N
732,2020-09-02,435209,20,201010,0.378962186733917,Y
731,2020-09-02,512907,20,201010,0.268360925990368,Y
730,2020-09-02,435435,55,552010,0.400162390734415,N
711,2020-09-02,759800,65,651020,0.381253320730377,Y
673,2020-09-02,733945,20,201010,0.405831786285166,N
710,2020-09-02,441842,40,402040,0.295644614280428,Y
708,2020-09-02,442464,65,651010,0.316815957864929,Y
688,2020-09-02,B05M8B,55,552010,0.467383311225734,N
687,2020-09-02,B11ZRK,50,502020,0.364421588173464,Y
686,2020-09-02,453770,40,405010,0.565241040481464,N
685,2020-09-02,454005,40,402040,0.344884172354211,Y
684,2020-09-02,457481,30,302020,0.489920040950081,N
683,2020-09-02,474184,20,201030,0.303269690019022,Y
689,2020-09-02,453478,40,402040,0.300478239408513,Y
682,2020-09-02,458836,40,401010,0.395750208951955,N
680,2020-09-02,461075,30,303020,0.430917057575735,N
679,2020-09-02,424245,30,301010,0.777314077095596,N
678,2020-09-02,XXXXX3,60,601010,0.459197743179093,N
677,2020-09-02,463841,15,151010,0.505356443199356,N
676,2020-09-02,464327,40,401010,0.521038247165698,N
675,2020-09-02,465145,60,601010,0.571597286041593,N
681,2020-09-02,B09DHL,50,502010,0.638547732010951,N
690,2020-09-02,453456,15,151020,0.326002964426157,Y
691,2020-09-02,424910,55,552010,0.278799514383603,Y
692,2020-09-02,449667,50,502040,0.239542460030738,Y
707,2020-09-02,B126KF,35,351020,0.398505288697098,N
706,2020-09-02,445573,30,302020,0.482964961694802,N
705,2020-09-02,775943,15,151020,0.41399051941393,N
704,2020-09-02,711131,40,404010,0.363903921474589,Y
703,2020-09-02,588950,10,101020,0.532293656678631,N
702,2020-09-02,448816,30,301010,0.570501370363215,N
701,2020-09-02,419689,10,101020,0.573969932740797,N
700,2020-09-02,407683,30,301010,0.4207806020492,N
699,2020-09-02,B0R7JF,20,201030,0.614917028216932,N
698,2020-09-02,447723,45,452010,0.284288713789992,Y
697,2020-09-02,449774,30,301010,0.536739752428704,N
696,2020-09-02,049065,45,451020,0.297311109937921,Y
695,2020-09-02,449000,45,452010,0.371392596035544,Y
694,2020-09-02,449123,50,501010,0.401586036452745,N
693,2020-09-02,556582,35,351020,0.668745012218099,N
709,2020-09-02,444747,50,502030,0.362111573625647,Y
894,2020-09-02,DE90HH,10,101010,0.501093723110701,N
637,2020-09-02,725147,60,601010,0.39916888653146,N
896,2020-09-02,NL002A,45,451010,0.211243383816039,Y
758,2020-12-02,426724,30,301010,0.57265530872916,N
759,2020-12-02,715672,45,451010,0.38461519262249,Y
760,2020-12-02,533004,10,101010,0.370715695713727,Y
761,2020-12-02,425240,40,401010,0.589398074416569,N
762,2020-12-02,579994,45,451020,0.386486458219927,Y
763,2020-12-02,EE009,30,301010,0.52782933048047,N
757,2020-12-02,702196,30,302020,0.35721047188587,Y
764,2020-12-02,018270,50,501010,0.478042540452318,N
766,2020-12-02,421342,30,301010,0.654064028323457,N
767,2020-12-02,143451,35,351020,0.291323567389317,Y
768,2020-12-02,554398,30,303010,0.712548148903984,N
769,2020-12-02,B03851,50,501010,0.413076079175816,N
770,2020-12-02,417754,45,452010,0.34807111957652,Y
771,2020-12-02,416343,10,101010,0.435798583491835,N
765,2020-12-02,726261,30,301010,0.542734219967308,N
756,2020-12-02,461785,50,502060,0.386635871707954,Y
755,2020-12-02,511938,15,151020,0.302039028819374,Y
754,2020-12-02,B234WN,20,201020,0.480689390648416,N
739,2020-12-02,421185,45,452010,0.395829616660487,Y
740,2020-12-02,430376,20,201020,0.365294573192505,Y
741,2020-12-02,528983,30,301010,0.530594009066497,N
742,2020-12-02,443639,60,601010,0.527380630255664,N
743,2020-12-02,579802,65,651010,0.386183893143857,Y
744,2020-12-02,431536,65,651010,0.331555238256849,Y
745,2020-12-02,738307,60,601010,0.355227117214779,Y
746,2020-12-02,570151,15,151020,0.316701936944807,Y
747,2020-12-02,B09M9F,65,651010,0.416078887770004,N
748,2020-12-02,936469,50,501010,0.504225668859954,N
749,2020-12-02,EL004,65,651010,0.350375084270799,Y
750,2020-12-02,524918,65,651010,0.367744672190169,Y
751,2020-12-02,B0NJJ1,65,651010,0.496514416786443,N
752,2020-12-02,401225,50,502010,0.736271734873133,N
753,2020-12-02,492752,65,651020,0.299382086203202,Y
772,2020-12-02,B28DTJ,50,502050,0.372694467925333,Y
738,2020-12-02,432154,30,302020,0.490847658318535,N
773,2020-12-02,411515,50,501010,0.518324411503814,N
775,2020-12-02,413366,30,301010,0.556625685609963,N
795,2020-12-02,529525,55,551020,0.686201425975327,N
796,2020-12-02,475531,45,451010,0.538538726645791,N
797,2020-12-02,714131,50,502040,0.394295057525426,Y
798,2020-12-02,547497,50,502020,0.399450691380541,N
799,2020-12-02,401632,30,303020,0.432441463462871,N
800,2020-12-02,401190,55,552010,0.339333959811846,Y
794,2020-12-02,B0Z5YZ,55,552010,0.435088808548672,N
801,2020-12-02,401140,55,552010,0.304708005831287,Y
803,2020-12-02,400609,30,303010,0.6566953877163,N
804,2020-12-02,B164FY,50,502060,0.631195699854026,N
805,2020-12-02,403197,40,402040,0.417986363136963,N
806,2020-12-02,533338,50,501010,0.647905375230821,N
807,2020-12-02,755087,30,302020,0.306209464254908,Y
808,2020-12-02,411232,40,405010,0.587997432463484,N
802,2020-12-02,401093,45,452010,0.255473811291825,Y
793,2020-12-02,888051,10,101020,0.589963657996936,N
792,2020-12-02,546078,10,101020,0.404007661643995,N
791,2020-12-02,405671,30,303020,0.338849797464796,Y
776,2020-12-02,408522,40,401010,0.452810631250058,N
777,2020-12-02,B01MJR,20,201020,0.460058131655015,N
778,2020-12-02,B00D9P,15,151020,0.435517848172063,N
779,2020-12-02,408930,45,452010,0.273961111733521,Y
780,2020-12-02,407228,30,301010,0.562850535180819,N
781,2020-12-02,709538,30,301010,0.754472831880866,N
782,2020-12-02,737826,30,301010,0.550636885455821,N
783,2020-12-02,550190,30,301010,0.592333301866936,N
784,2020-12-02,408530,20,201030,0.422405696713879,N
785,2020-12-02,408348,55,552010,0.430905823089156,N
786,2020-12-02,407141,30,301010,0.532731514209083,N
787,2020-12-02,007560,30,301010,0.742286249418173,N
788,2020-12-02,458887,30,303020,0.458840661084984,N
789,2020-12-02,565478,10,101010,0.40023270881036,N
790,2020-12-02,555465,50,502060,0.668687017742716,N
774,2020-12-02,457270,50,502060,0.426731658115763,N
737,2020-12-02,433560,40,401010,0.512499166595725,N
662,2020-12-02,470774,40,403010,0.506040406815646,N
735,2020-12-02,774563,35,351020,0.646069813409625,N
683,2020-12-02,457481,30,302020,0.515348507158453,N
684,2020-12-02,454005,40,402040,0.36274539694542,Y
685,2020-12-02,453770,40,405010,0.645063965414317,N
686,2020-12-02,B11ZRK,50,502020,0.377464871460502,Y
687,2020-12-02,B05M8B,55,552010,0.483886028114977,N
688,2020-12-02,453478,40,402040,0.303816277027169,Y
682,2020-12-02,474184,20,201030,0.313450288133311,Y
689,2020-12-02,453456,15,151020,0.355015920053687,Y
691,2020-12-02,449667,50,502040,0.252133926427432,Y
692,2020-12-02,556582,35,351020,0.818511881155475,N
693,2020-12-02,449123,50,501010,0.408569849989054,N
694,2020-12-02,449000,45,452010,0.387840784517774,Y
695,2020-12-02,049065,45,451020,0.305370507502175,Y
696,2020-12-02,449774,30,301010,0.566077260621959,N
690,2020-12-02,424910,55,552010,0.288708923726641,Y
681,2020-12-02,458836,40,401010,0.396590877746329,Y
680,2020-12-02,B09DHL,50,502010,0.686437923410563,N
679,2020-12-02,461075,30,303020,0.471597829251639,N
664,2020-12-02,525288,40,403010,0.588833822897541,N
665,2020-12-02,470384,40,404010,0.404852285969972,N
666,2020-12-02,469678,40,401010,0.521726109412179,N
667,2020-12-02,468520,20,201020,0.319729636404062,Y
668,2020-12-02,468382,40,401010,0.561333903621483,N
669,2020-12-02,468232,45,451010,0.278891650706043,Y
670,2020-12-02,025881,40,405010,0.485220874512718,N
671,2020-12-02,B1FN8X,50,502040,0.537696984946124,N
672,2020-12-02,733945,20,201010,0.440616716808793,N
673,2020-12-02,462220,20,201030,0.364962830408994,Y
674,2020-12-02,465145,60,601010,0.616432900298154,N
675,2020-12-02,464327,40,401010,0.51923274425617,N
676,2020-12-02,463841,15,151010,0.482963704835701,N
677,2020-12-02,XXXXX3,60,601010,0.470955438466552,N
678,2020-12-02,424245,30,301010,0.813136044426007,N
697,2020-12-02,447723,45,452010,0.289080689971721,Y
698,2020-12-02,B0R7JF,20,201030,0.621735165198986,N
699,2020-12-02,407683,30,301010,0.450473006890196,N
700,2020-12-02,448816,30,301010,0.617545209014378,N
720,2020-12-02,B01SPF,20,201030,0.363547398229922,Y
721,2020-12-02,B1Y47Y,20,201020,0.336067186018683,Y
722,2020-12-02,439180,35,351020,0.480722541407656,N
723,2020-12-02,458260,50,502040,0.465492231802725,N
724,2020-12-02,B0C2CQ,65,651020,0.405537020867647,N
725,2020-12-02,417986,65,651020,0.389247878535711,Y
726,2020-12-02,462338,60,601020,0.462259414749861,N
727,2020-12-02,B1FW75,60,601010,0.486685516066267,N
728,2020-12-02,435435,55,552010,0.388199276322711,Y
729,2020-12-02,512907,20,201010,0.278008955025919,Y
730,2020-12-02,435209,20,201010,0.397003024843479,Y
731,2020-12-02,582300,15,151020,0.398866871885615,Y
732,2020-12-02,517617,15,151020,0.318135584531954,Y
733,2020-12-02,557955,65,651010,0.386211814394507,Y
734,2020-12-02,400169,30,303010,0.50846834869027,N
719,2020-12-02,439155,30,302020,0.387997819357111,Y
809,2020-12-02,513962,50,502020,0.49814802951346,N
718,2020-12-02,407023,45,451020,0.291254377037748,Y
716,2020-12-02,481775,30,301010,0.672584373007464,N
701,2020-12-02,588950,10,101020,0.538184590864913,N
702,2020-12-02,711131,40,404010,0.407884725533267,N
703,2020-12-02,775943,15,151020,0.364507801933284,Y
704,2020-12-02,445573,30,302020,0.50598344255401,N
705,2020-12-02,B126KF,35,351020,0.522717706392597,N
706,2020-12-02,442464,65,651010,0.321740477573713,Y
707,2020-12-02,444747,50,502030,0.359279858618703,Y
708,2020-12-02,441842,40,402040,0.297545647236854,Y
709,2020-12-02,759800,65,651020,0.395862155446207,Y
710,2020-12-02,442031,40,402020,0.281567048598245,Y
711,2020-12-02,441920,45,451010,0.325992018996246,Y
712,2020-12-02,441930,45,451010,0.311457007310137,Y
713,2020-12-02,441870,50,501010,0.480879274277145,N
714,2020-12-02,451180,30,303020,0.419426584630452,N
715,2020-12-02,423932,50,501010,0.462706348292855,N
717,2020-12-02,EF024,50,502060,0.462468226379431,N
736,2020-12-02,437915,50,502010,0.597170865140473,N
810,2020-12-02,549913,65,651010,0.392253645180945,Y
812,2020-12-02,EG063,55,552010,0.387074333357501,Y
650,2020-12-02,473550,65,651020,0.39154799713261,Y
649,2020-12-02,011517,40,405010,0.563123873145256,N
648,2020-12-02,476776,50,502010,0.713407098898566,N
647,2020-12-02,476837,50,501010,0.470921302984897,N
646,2020-12-02,477319,30,303020,0.447527124676517,N
645,2020-12-02,477518,20,201030,0.277181420856401,Y
651,2020-12-02,533458,50,502010,0.492984660163897,N
644,2020-12-02,476361,10,101010,0.417245891142033,N
642,2020-12-02,483410,50,502020,0.385587987975734,Y
641,2020-12-02,479736,30,303020,0.609704269605191,N
640,2020-12-02,479213,40,402020,0.372103534349638,Y
639,2020-12-02,B00ZQQ,15,151010,0.658453104052438,N
638,2020-12-02,480710,50,502030,0.408652563050128,N
637,2020-12-02,B1RR84,50,502030,0.429252871377869,N
643,2020-12-02,916775,60,601010,0.441173713372894,N
652,2020-12-02,B1VP0K,50,502020,0.688900901857672,N
653,2020-12-02,473322,60,601010,0.572876415998049,N
654,2020-12-02,471279,40,401010,0.744475025127937,N
887,2020-12-02,DE80DC,50,502060,0.315289747042913,Y
888,2020-12-02,FR90ET,10,101020,0.459992484724207,N
889,2020-12-02,IT90BV,50,502050,0.539742299397411,N
890,2020-12-02,NL901I,10,101010,0.397600679359836,Y
891,2020-12-02,DE90HH,10,101010,0.508074297963735,N
892,2020-12-02,FR90GV,40,405010,0.457961735612412,N
893,2020-12-02,NL002A,45,451010,0.260317913452877,Y
894,2020-12-02,DE004V,60,601020,0.396032559784219,Y
661,2020-12-02,506472,40,402040,0.473605963505279,N
660,2020-12-02,573282,20,201020,0.354769981417219,Y
659,2020-12-02,B0704T,30,301010,0.454566123695593,N
658,2020-12-02,472370,50,502050,0.458609025563877,N
657,2020-12-02,705339,20,201030,0.399651873575096,N
656,2020-12-02,672716,65,651010,0.29478122354494,Y
655,2020-12-02,307428,45,451010,0.375069477861536,Y
636,2020-12-02,725147,60,601010,0.409170537468867,N
886,2020-12-02,NL802I,50,502050,0.375463129185555,Y
635,2020-12-02,481830,40,405010,0.552069209336329,N
633,2020-12-02,482110,55,552010,0.472346481244668,N
613,2020-12-02,505125,55,551010,0.323267000128676,Y
612,2020-12-02,492624,40,401010,0.652215781062745,N
611,2020-12-02,EF2,65,651020,0.415023924107098,N
610,2020-12-02,466160,65,651010,0.486574811089075,N
609,2020-12-02,481808,50,501010,0.540221770170603,N
608,2020-12-02,563828,45,451020,0.281102584745038,Y
614,2020-12-02,435413,10,101010,0.427759014347205,N
607,2020-12-02,430230,40,403010,0.325610812860804,Y
605,2020-12-02,EG7,40,401010,0.525533651276148,N
604,2020-12-02,465975,50,502060,0.267141858105089,Y
603,2020-12-02,452518,50,502040,0.506715148813819,N
602,2020-12-02,588171,30,302020,0.474417460621605,N
601,2020-12-02,496960,50,501010,0.489234482410621,N
600,2020-12-02,497711,40,403010,0.277456514529964,Y
606,2020-12-02,494340,55,551020,0.41425723885522,N
615,2020-12-02,423244,30,301010,0.547284378306057,N
616,2020-12-02,491134,35,351020,0.85701937543832,N
617,2020-12-02,400500,55,551020,0.481208587684961,N
632,2020-12-02,477670,10,101020,0.538566414428653,N
631,2020-12-02,507267,55,551010,0.38121828619665,Y
630,2020-12-02,EF025,65,651020,0.445738335737986,N
629,2020-12-02,B1JB4K,55,552010,0.284953218088005,Y
628,2020-12-02,487416,60,601010,0.818358409237588,N
627,2020-12-02,465940,15,151020,0.505653441579516,N
626,2020-12-02,488082,15,151020,0.480953892687568,N
625,2020-12-02,599933,50,502050,0.43399357657004,N
624,2020-12-02,753851,60,601010,0.543963844561565,N
623,2020-12-02,B01BN5,65,651010,0.351077088910967,Y
622,2020-12-02,416279,50,502010,0.463183372024562,N
621,2020-12-02,489108,50,502030,0.784424206450992,N
620,2020-12-02,490541,60,601010,0.51683282641077,N
619,2020-12-02,587183,40,402030,0.381290272578135,Y
618,2020-12-02,491062,20,201030,0.382279068869187,Y
634,2020-12-02,482030,30,302020,0.341346582545268,Y
811,2020-12-02,422060,40,401010,0.533353908627452,N
885,2020-12-02,FI8038,35,351010,0.302669517401156,Y
883,2020-12-02,DE8054,10,101010,0.498215666084924,N
832,2020-12-02,DE301V,35,351010,0.315707740138198,Y
833,2020-12-02,DE305Z,55,552010,0.40971995397215,N
834,2020-12-02,DE3060,50,502040,0.473239087409251,N
835,2020-12-02,DE3082,35,351010,0.31411711288312,Y
836,2020-12-02,DE3093,20,201030,0.468674365013202,N
837,2020-12-02,FI3022,50,502040,0.442834407901782,N
831,2020-12-02,DE2092,15,151020,0.342226513272663,Y
838,2020-12-02,LU401K,15,151020,0.666230338963957,N
840,2020-12-02,FR405F,30,302020,0.385117983483463,Y
841,2020-12-02,ES403D,35,351020,0.471864419537987,N
842,2020-12-02,NL402E,55,552010,0.316729949008906,Y
843,2020-12-02,FR407H,50,502050,0.496727789129368,N
844,2020-12-02,IT404J,30,301010,0.436267039699504,N
845,2020-12-02,NL403F,30,303010,0.446160653539247,N
839,2020-12-02,IT402H,40,402040,0.435396095665796,N
830,2020-12-02,DE2070,35,351010,0.345678721696683,Y
829,2020-12-02,FR103A,20,201020,0.414603823125069,N
828,2020-12-02,DE1080,50,502020,0.404804228237964,N
813,2020-12-02,EF031,50,502050,0.421063785942243,N
814,2020-12-02,ES0017,10,101010,0.561590386628107,N
815,2020-12-02,471310,40,404010,0.427104759192889,N
816,2020-12-02,440044,40,401010,0.570606721923553,N
817,2020-12-02,IT002D,50,502060,0.566069851605068,N
818,2020-12-02,BE105V,35,351020,0.424734409789645,N
819,2020-12-02,BE106W,20,201030,0.575568617778254,N
820,2020-12-02,BE107X,35,351020,0.418731572937723,N
821,2020-12-02,DE101T,10,101020,0.562167008799762,N
822,2020-12-02,DE104W,40,403010,0.551675396217026,N
823,2020-12-02,IE102Z,45,451020,0.434722962429302,N
824,2020-12-02,IT101D,20,201020,0.466488978758348,N
825,2020-12-02,IT102E,50,502040,0.405073683255635,N
826,2020-12-02,FR1018,10,101010,0.461533576678397,N
827,2020-12-02,DE107Z,35,351010,0.289994669365137,Y
846,2020-12-02,DE4061,40,404010,0.441090335878976,N
884,2020-12-02,DE8087,20,201020,0.334162704692789,Y
847,2020-12-02,LU501L,35,351010,0.347676863134093,Y
849,2020-12-02,ES502D,15,151020,0.402649496279227,N
869,2020-12-02,IT607O,65,651020,0.345337920416977,Y
870,2020-12-02,DE7020,20,201020,0.436501832079193,N
871,2020-12-02,FR702F,10,101010,0.490352307180264,N
872,2020-12-02,DE7042,40,402010,0.495814730925813,N
873,2020-12-02,DE7075,35,351010,0.532796309063246,N
874,2020-12-02,DE70A8,20,201030,0.395878254822004,Y
868,2020-12-02,NL606K,10,101010,0.433209730474111,N
875,2020-12-02,DE7086,10,101010,0.405863594348345,N
877,2020-12-02,DE70CA,50,502020,0.669550638785206,N
878,2020-12-02,AT701B,30,301010,0.582673268986234,N
879,2020-12-02,DE70DB,45,452010,0.626899200710577,N
880,2020-12-02,NL704J,10,101020,0.542751014862165,N
881,2020-12-02,DE70FD,55,552010,0.360903129348632,Y
882,2020-12-02,BE8041,20,201030,0.476321916326555,N
876,2020-12-02,FR705I,20,201020,0.47024499086931,N
867,2020-12-02,DE601Y,65,651020,0.301899748478411,Y
866,2020-12-02,ES604G,35,351020,0.515799064891682,N
865,2020-12-02,NL604I,30,303020,0.463565814224794,N
850,2020-12-02,ES504F,50,502060,0.547197122864705,N
851,2020-12-02,DE5051,10,101020,0.591561705302141,N
852,2020-12-02,FR504F,50,501010,0.544724920723714,N
853,2020-12-02,IT506M,15,151020,0.3746756028299,Y
854,2020-12-02,DE5073,35,351010,0.505863001853147,N
855,2020-12-02,DE5084,20,201020,0.453021490118071,N
856,2020-12-02,FR506H,50,502010,0.469970007974744,N
857,2020-12-02,DE50B7,10,101010,0.270357540735644,Y
858,2020-12-02,DE50C8,55,552010,0.424370089632199,N
859,2020-12-02,FR509K,30,302020,0.432508109014399,N
860,2020-12-02,IT509P,40,401010,0.326994567843524,Y
861,2020-12-02,IT602J,30,303010,0.468108029536205,N
862,2020-12-02,NL602G,30,301010,0.636086126041126,N
863,2020-12-02,B1VP94,35,351020,0.419606732192377,N
864,2020-12-02,NL603H,50,501010,0.480140381249702,N
848,2020-12-02,FR502D,50,502050,0.727084680230786,N
663,2020-12-02,B1W4V6,50,502020,0.434415372624704,N
600,2021-03-02,497711,40,403010,0.283395520613753,Y
747,2021-03-02,EL004,65,651010,0.401571480778718,Y
818,2021-03-02,BE107X,35,351020,0.414379537401222,N
817,2021-03-02,BE106W,20,201030,0.628062379214175,N
816,2021-03-02,BE105V,35,351020,0.417994502551253,N
815,2021-03-02,IT002D,50,502060,0.55930300155275,N
814,2021-03-02,440044,40,401010,0.571113480996689,N
813,2021-03-02,471310,40,404010,0.424204694800839,N
819,2021-03-02,DE101T,10,101020,0.575294661470016,N
812,2021-03-02,ES0017,10,101010,0.572994194432431,N
810,2021-03-02,EG063,55,552010,0.380521975447399,Y
809,2021-03-02,422060,40,401010,0.52807407223066,N
808,2021-03-02,549913,65,651010,0.39602484729075,Y
807,2021-03-02,513962,50,502020,0.505607006314185,N
806,2021-03-02,411232,40,405010,0.600017863325745,N
805,2021-03-02,755087,30,302020,0.301197417539896,Y
811,2021-03-02,EF031,50,502050,0.425523565849702,N
804,2021-03-02,533338,50,501010,0.642389035967511,N
820,2021-03-02,DE104W,40,403010,0.550301072368319,N
822,2021-03-02,IT101D,20,201020,0.460509144471133,N
836,2021-03-02,FR405F,30,302020,0.392078491120203,Y
835,2021-03-02,IT402H,40,402040,0.428334750488015,N
834,2021-03-02,FI3022,50,502040,0.422301254651565,N
833,2021-03-02,DE3093,20,201030,0.45765511818491,N
832,2021-03-02,DE3082,35,351010,0.318276239025288,Y
831,2021-03-02,DE3060,50,502040,0.46978688161051,N
821,2021-03-02,IE102Z,45,451020,0.426686737061239,N
830,2021-03-02,DE305Z,55,552010,0.401179765031735,Y
828,2021-03-02,DE2070,35,351010,0.349204036716787,Y
827,2021-03-02,FR103A,20,201020,0.42723827000391,N
826,2021-03-02,DE1080,50,502020,0.434040028452732,N
825,2021-03-02,DE107Z,35,351010,0.295876449052314,Y
824,2021-03-02,FR1018,10,101010,0.472201411697508,N
823,2021-03-02,IT102E,50,502040,0.390721058441,Y
829,2021-03-02,DE301V,35,351010,0.319796761564294,Y
837,2021-03-02,ES403D,35,351020,0.490111088498268,N
803,2021-03-02,403197,40,402040,0.422729210693392,N
801,2021-03-02,400609,30,303010,0.661528861885633,N
782,2021-03-02,408530,20,201030,0.436417260491762,N
781,2021-03-02,550190,30,301010,0.60587457361297,N
780,2021-03-02,737826,30,301010,0.535969107467313,N
779,2021-03-02,709538,30,301010,0.766319491628705,N
778,2021-03-02,407228,30,301010,0.585482246877671,N
777,2021-03-02,408930,45,452010,0.279460646407551,Y
783,2021-03-02,408348,55,552010,0.4302526773677,N
776,2021-03-02,B00D9P,15,151020,0.44589767736762,N
774,2021-03-02,408522,40,401010,0.449566628562314,N
773,2021-03-02,413366,30,301010,0.565505616564577,N
772,2021-03-02,457270,50,502060,0.445189542864559,N
771,2021-03-02,411515,50,501010,0.515760947473015,N
770,2021-03-02,B28DTJ,50,502050,0.370680630399143,Y
769,2021-03-02,416343,10,101010,0.437504791009701,N
775,2021-03-02,B01MJR,20,201020,0.465162713794829,N
802,2021-03-02,B164FY,50,502060,0.640690462749625,N
784,2021-03-02,407141,30,301010,0.5572036651446,N
786,2021-03-02,458887,30,303020,0.460940535481289,N
800,2021-03-02,401093,45,452010,0.261071617798551,Y
799,2021-03-02,401140,55,552010,0.30219267121529,Y
798,2021-03-02,401190,55,552010,0.338836704814449,Y
797,2021-03-02,401632,30,303020,0.434830931322235,N
796,2021-03-02,547497,50,502020,0.417032409815474,N
795,2021-03-02,714131,50,502040,0.385408990320527,Y
785,2021-03-02,007560,30,301010,0.750299901187668,N
794,2021-03-02,475531,45,451010,0.543710059162534,N
792,2021-03-02,B0Z5YZ,55,552010,0.429349768631138,N
791,2021-03-02,888051,10,101020,0.575595407746488,N
790,2021-03-02,546078,10,101020,0.404852671717284,N
789,2021-03-02,405671,30,303020,0.340045827745437,Y
788,2021-03-02,555465,50,502060,0.669535190674571,N
