STOXXID;SEDOL;ISIN;effectiveDate;weightFactor;capFactor
049065;4519579;IE0004906560;20150323;152389.22503784494;1
400500;4005001;BE0003884047;20150323;263786.59356973605;1
401093;BKWP5S5;NL0010672325;20150323;617943.491405517;1
401140;B1YXBJ7;FR0000120073;20150323;88699.76035329915;1
401190;5458314;NL0000009132;20150323;125237.36186110725;1
402400;4024006;FI0009000285;20150323;438468.1382112001;1
406566;4065663;ES0111845014;20150323;568178.7027954633;1
407023;B1Y9TB3;FR0000120644;20150323;174508.56550136692;1
408348;5086577;DE000BASF111;20150323;92780.61353843856;1
408930;5107401;DE0005200000;20150323;136203.2084705227;1
409590;5298781;FR0000120966;20150323;77369.78190007393;1
411232;5852842;FR0000120404;20150323;180141.5333045017;1
416279;4162791;FR0000121329;20150323;165549.51646708412;1
417841;4178419;FR0000125585;20150323;101120.00441826448;1
417986;5650422;ES0116870314;20150323;456448.80159050506;1
419454;4061393;FR0000130403;20150323;58927.75954818754;1
421185;5806225;BE0974256852;20150323;264340.65241362964;1
424910;B0HZL93;NL0000009827;20150323;181666.1932622109;1
425240;5529027;DE0007100000;20150323;91691.41977895156;1
426211;4262118;BE0003562700;20150323;101442.85571487722;1
430230;4834777;FR0000127771;20150323;529274.6291874456;1
430376;7212477;FR0000121667;20150323;86840.04294320714;1
431192;4148810;NL0006144495;20150323;508820.2427721342;1
431536;5271782;ES0130670112;20150323;523897.20660511166;1
435209;4352097;DE0005785604;20150323;180572.1600453187;1
435435;4354350;DE0005790430;20150323;217240.2011589089;1
439830;5563520;DE0005937007;20150323;274697.08189654804;1
441842;5253973;FR0000052292;20150323;28968.258269302547;1
441920;B0CCH46;NL0000008977;20150323;169550.94334011676;1
441930;7792559;NL0000009165;20150323;132520.9655323475;1
442031;5076705;DE0006048432;20150323;94748.4888730574;1
442464;B288C92;ES0144580Y14;20150323;2041138.574430112;1
444747;4447476;FI0009000459;20150323;306242.86449303;1
445776;B011GL4;FR0000120859;20150323;127574.8942557925;1
449667;B09M9D2;FI0009013403;20150323;223450.65484595404;1
451700;5740817;DE0006483001;20150323;58745.38360462985;1
453478;4057808;FR0000120321;20150323;68115.8571211033;1
454005;4061412;FR0000121014;20150323;57366.95364161922;1
458836;4588364;FR0000121261;20150323;95528.66038304652;1
461785;4617859;DE0005552004;20150323;283890.36365661887;1
464731;4647317;DE0005501357;20150323;163558.9111229806;1
468232;4682329;FR0000120693;20150323;100949.03675110756;1
468520;5986622;NL0000009538;20150323;316517.7456387538;1
469678;7101069;DE000PAH0038;20150323;101909.94298231868;1
470384;5505072;FR0000121485;20150323;47691.68332131087;1
470774;4380429;FR0000130577;20150323;123587.28006725977;1
471310;4713100;FR0000121253;20150323;184561.4857059312;1
473322;5669354;ES0173516115;20150323;505168.7885647824;1
474184;4741844;DE0006599905;20150323;90102.01665585664;1
475531;4755317;BE0003793107;20150323;87781.64151312519;1
476361;4846288;DE0007164600;20150323;134968.4518231645;1
476776;B058TZ6;FR0000073272;20150323;141777.59884885274;1
479213;4792132;FR0000121709;20150323;159005.67766631427;1
480710;5727973;DE0007236101;20150323;90413.3594175083;1
481830;7062713;FR0000121220;20150323;146814.6792340449;1
482110;4821100;BE0003470755;20150323;71083.66732674491;1
488082;5732524;ES0178430E18;20150323;754495.8047445959;1
491062;5596991;BE0003739530;20150323;127073.70704747963;1
491207;B12T3J1;NL0000009355;20150323;277512.21765087714;1
497711;5671519;NL0000395903;20150323;381932.6903928252;1
499058;7294334;FR0000125684;20150323;264122.16555398976;1
511938;5842359;DE0005557508;20150323;497884.0659916815;1
512907;5129074;DE0005785802;20150323;129707.81016901224;1
513962;B1W8P14;NL0000852564;20150323;348705.9913925111;1
533004;5330047;FR0000130650;20150323;165250.90971098107;1
557955;5579550;FI0009007132;20150323;463420.1898639238;1
563828;5638280;ES0184262212;20150323;189949.2247866199;1
570151;5701513;FI0009007884;20150323;363835.1677205588;1
572670;B88MHC4;DE000A1PHFF7;20150323;81052.4600409917;1
573282;5732825;NL0000240000;20150323;435508.5095623367;1
672716;5723777;ES0173093115;20150323;120829.188815543;1
710755;7107551;DE0005773303;20150323;185032.35363973991;1
711131;BP9DL90;ES0148396007;20150323;289988.56883982936;1
713666;7136663;FR0000077919;20150323;272831.7582902385;1
714131;B1WVF68;AT0000730007;20150323;172239.0741579925;1
715672;B08BR25;IT0003849244;20150323;1328063.5751002238;1
733945;7339451;FR0000184798;20150323;173529.14620194878;1
738307;7383072;ES0130960018;20150323;357959.37174239435;1
745012;5770900;ES0184933812;20150323;739504.0983647336;1
B00D9P;B00D9P6;BE0003810273;20150323;298652.7919144729;1
B00ZQQ;B00ZQQ2;LU0088087324;20150323;336857.0811679748;1
B01BN5;B01BN57;IT0003242622;20150323;2298767.7455442743;1
B03851;B038516;ES0118900010;20150323;508146.62723673903;1
B09DHL;B09DHL9;DE000A0D9PT0;20150323;106589.9568266282;1
B0C2CQ;B0C2CQ3;FR0010208488;20150323;445944.24490301806;1
B0LKSK;B0LKSK4;BE0003826436;20150323;182706.9921799276;1
B0M7KJ;B0M7KJ7;FR0010221234;20150323;384092.4085253008;1
B11ZRK;B11ZRK9;FR0010307819;20150323;179612.2265709305;1
B164FY;B164FY1;FR0010340141;20150323;99051.00302968208;1
B1JB4K;B1JB4K8;DE000SYM9999;20150323;169452.23949704715;1
BE301T;BBH7K66;BE0974268972;20150323;367979.22750933;1
DE305Z;B5ZQ9D3;DE000EVNK013;20150323;293029.4620988312;1
EF024;B292JQ9;FR0010533075;20150323;772279.6673064762;1
EF031;B62G1B5;FR0010908533;20150323;386400.2410054096;1
EF2;4031879;FR0000124141;20150323;490643.831641798;1
EG061;B4T92J8;DE000KD88880;20150323;101997.2947444941;1
EG063;B4YVF56;DE000A1DAHH0;20150323;172562.51938980696;1
EG7;5497168;DE0007664039;20150323;36568.71529856704;1
ES0017;B3MSM28;ES0109067019;20150323;258821.6832069316;1
IE102Z;4058629;IE0000669501;20150323;604684.9802243956;1
049065;4519579;IE0004906560;20150622;157102.6198763149;1
307428;4741714;FR0000130395;20150622;134743.00304677946;1
400500;4005001;BE0003884047;20150622;242492.8056517201;1
401093;BKWP5S5;NL0010672325;20150622;588324.0930193764;1
401140;B1YXBJ7;FR0000120073;20150622;90795.06196432828;1
401190;5458314;NL0000009132;20150622;134865.32864431434;1
402400;4024006;FI0009000285;20150622;399410.4367550216;1
406149;B1BK209;LU0061462528;20150622;114678.42099782884;1
406566;4065663;ES0111845014;20150622;648261.8518232175;1
407023;B1Y9TB3;FR0000120644;20150622;188822.30363088104;1
408930;5107401;DE0005200000;20150622;135862.71561384897;1
409590;5298781;FR0000120966;20150622;64482.42746719434;1
411232;5852842;FR0000120404;20150622;189894.6922585628;1
416279;4162791;FR0000121329;20150622;175433.08004086887;1
417754;5641567;FR0000120172;20150622;308193.5726624931;1
417841;4178419;FR0000125585;20150622;129815.31859625256;1
417986;5650422;ES0116870314;20150622;474191.2221133206;1
419454;4061393;FR0000130403;20150622;55915.89072292433;1
421185;5806225;BE0974256852;20150622;264241.74507740536;1
424910;B0HZL93;NL0000009827;20150622;174053.91346015848;1
430230;4834777;FR0000127771;20150622;473004.2378975793;1
430376;7212477;FR0000121667;20150622;83293.91048945286;1
431192;4148810;NL0006144495;20150622;535712.5763264662;1
431536;5271782;ES0130670112;20150622;566614.577307943;1
435209;4352097;DE0005785604;20150622;163892.61622978156;1
435435;4354350;DE0005790430;20150622;232502.9998099922;1
439830;5563520;DE0005937007;20150622;307879.2742893227;1
441842;5253973;FR0000052292;20150622;24966.89023484194;1
441920;B0CCH46;NL0000008977;20150622;179011.35037372782;1
441930;7792559;NL0000009165;20150622;141502.53189031198;1
442031;5076705;DE0006048432;20150622;100539.23671908242;1
442464;B288C92;ES0144580Y14;20150622;2006138.674005607;1
444747;4447476;FI0009000459;20150622;313298.9024129452;1
445776;B011GL4;FR0000120859;20150622;138099.52389545058;1
449667;B09M9D2;FI0009013403;20150622;254045.3849234932;1
451700;5740817;DE0006483001;20150622;63272.2492771444;1
453478;4057808;FR0000120321;20150622;66094.42494731146;1
454005;4061412;FR0000121014;20150622;56054.724330983176;1
458260;4557104;DE0006602006;20150622;222055.59206454555;1
458836;4588364;FR0000121261;20150622;90154.82223481585;1
461785;4617859;DE0005552004;20150622;338120.15111958294;1
464731;4647317;DE0005501357;20150622;201967.37604014252;1
468232;4682329;FR0000120693;20150622;102687.59311511955;1
468520;5986622;NL0000009538;20150622;379915.94423134887;1
468980;4689803;IT0004623051;20150622;584430.8659452203;1
469678;7101069;DE000PAH0038;20150622;113510.88086197304;1
470384;5505072;FR0000121485;20150622;60823.95138962674;1
470774;4380429;FR0000130577;20150622;133155.04219144027;1
471310;4713100;FR0000121253;20150622;158529.3376920548;1
473322;5669354;ES0173516115;20150622;542089.4770253393;1
474184;4741844;DE0006599905;20150622;96030.1278463261;1
475531;4755317;BE0003793107;20150622;90397.67017140912;1
476361;4846288;DE0007164600;20150622;145269.5559567474;1
476776;B058TZ6;FR0000073272;20150622;153187.4391927544;1
480710;5727973;DE0007236101;20150622;99792.97472319329;1
481830;7062713;FR0000121220;20150622;151865.21214577183;1
482110;4821100;BE0003470755;20150622;75870.56653756363;1
488082;5732524;ES0178430E18;20150622;812375.2340994015;1
491207;B12T3J1;NL0000009355;20150622;281186.2159932215;1
497711;5671519;NL0000395903;20150622;404780.2552374237;1
512907;5129074;DE0005785802;20150622;125954.4736134761;1
513962;B1W8P14;NL0000852564;20150622;371153.0644795892;1
533004;5330047;FR0000130650;20150622;143588.27344372042;1
538675;5386750;DE0007251803;20150622;295426.56615254754;1
547497;B0DJ8Q5;FR0010220475;20150622;378954.4784291336;1
557955;5579550;FI0009007132;20150622;554144.7400152654;1
563828;5638280;ES0184262212;20150622;207119.5357183887;1
570151;5701513;FI0009007884;20150622;340123.221025726;1
572670;B88MHC4;DE000A1PHFF7;20150622;93573.88620980218;1
573282;5732825;NL0000240000;20150622;472181.4809617706;1
672716;5723777;ES0173093115;20150622;126053.57978011384;1
710755;7107551;DE0005773303;20150622;186158.5296500027;1
711131;BP9DL90;ES0148396007;20150622;292296.90294888953;1
713666;7136663;FR0000077919;20150622;247978.9877959079;1
714131;B1WVF68;AT0000730007;20150622;207578.39563661255;1
715672;B08BR25;IT0003849244;20150622;1297643.7226394447;1
733945;7339451;FR0000184798;20150622;170376.3035965979;1
738307;7383072;ES0130960018;20150622;383584.6699690994;1
745012;5770900;ES0184933812;20150622;869198.0728222468;1
B00D9P;B00D9P6;BE0003810273;20150622;311681.4303767439;1
B00ZQQ;B00ZQQ2;LU0088087324;20150622;350190.5511845537;1
B01BN5;B01BN57;IT0003242622;20150622;2384792.0541576645;1
B03851;B038516;ES0118900010;20150622;530911.658224931;1
B09DHL;B09DHL9;DE000A0D9PT0;20150622;119137.61555747324;1
B0LKSK;B0LKSK4;BE0003826436;20150622;200230.18117339385;1
B0M7KJ;B0M7KJ7;FR0010221234;20150622;408362.0842871401;1
B11ZRK;B11ZRK9;FR0010307819;20150622;171293.69086950264;1
B164FY;B164FY1;FR0010340141;20150622;106406.3088449768;1
B1JB4K;B1JB4K8;DE000SYM9999;20150622;176097.34002102131;1
B28DTJ;B28DTJ6;FR0006174348;20150622;439480.357804385;1
BE301T;BBH7K66;BE0974268972;20150622;404439.0416237854;1
DE305Z;B5ZQ9D3;DE000EVNK013;20150622;277333.3063228116;1
EF024;B292JQ9;FR0010533075;20150622;776172.7532744969;1
EF031;B62G1B5;FR0010908533;20150622;424531.6849226711;1
EF2;4031879;FR0000124141;20150622;480579.6515876401;1
EG061;B4T92J8;DE000KD88880;20150622;99301.44829348056;1
EG063;B4YVF56;DE000A1DAHH0;20150622;180993.75344502268;1
ES0017;B3MSM28;ES0109067019;20150622;301352.2294189987;1
GB10F6;B5TMSP2;GB00B5TMSP21;20150622;739649.7649268911;1
IE102Z;4058629;IE0000669501;20150622;559469.5906517748;1
049065;4519579;IE0004906560;20150921;171218.33723832728;1
307428;4741714;FR0000130395;20150921;170346.09441140163;1
400500;4005001;BE0003884047;20150921;264559.0641798789;1
401093;BKWP5S5;NL0010672325;20150921;538928.2644131025;1
401140;B1YXBJ7;FR0000120073;20150921;93843.7694746411;1
401190;5458314;NL0000009132;20150921;159901.73720020373;1
402400;4024006;FI0009000285;20150921;378814.49837489467;1
403197;4031976;DE000A1EWWW0;20150921;128992.2507718436;1
406149;B1BK209;LU0061462528;20150921;126087.80073179783;1
406566;4065663;ES0111845014;20150921;733667.2002013684;1
407023;B1Y9TB3;FR0000120644;20150921;204036.3732847392;1
408930;5107401;DE0005200000;20150921;137962.11589526254;1
409590;5298781;FR0000120966;20150921;65666.08287134887;1
416279;4162791;FR0000121329;20150921;152728.697577217;1
417754;5641567;FR0000120172;20150921;324946.47673413705;1
417841;4178419;FR0000125585;20150921;186363.2656347621;1
417986;5650422;ES0116870314;20150921;572962.4380520984;1
419454;4061393;FR0000130403;20150921;56729.12701202343;1
421185;5806225;BE0974256852;20150921;266973.29737145104;1
424910;B0HZL93;NL0000009827;20150921;215536.3731981658;1
430230;4834777;FR0000127771;20150921;503688.9338015645;1
430376;7212477;FR0000121667;20150921;82871.94136451087;1
431192;4148810;NL0006144495;20150921;790050.1891055653;1
431536;5271782;ES0130670112;20150921;507562.64057836;1
435209;4352097;DE0005785604;20150921;137120.24968242965;1
435435;4354350;DE0005790430;20150921;225734.0185615628;1
439830;5563520;DE0005937007;20150921;315019.32462797826;1
441920;B0CCH46;NL0000008977;20150921;172791.378162475;1
441930;7792559;NL0000009165;20150921;141119.9017165702;1
442031;5076705;DE0006048432;20150921;111766.3273493028;1
442464;B288C92;ES0144580Y14;20150921;1944385.540241703;1
445776;B011GL4;FR0000120859;20150921;162279.64190533137;1
451700;5740817;DE0006483001;20150921;69472.90945027415;1
452518;4525189;FI0009003727;20150921;245612.3561602285;1
453478;4057808;FR0000120321;20150921;65951.21658950498;1
458260;4557104;DE0006602006;20150921;287229.5172099562;1
458836;4588364;FR0000121261;20150921;107028.82200215408;1
461785;4617859;DE0005552004;20150921;387283.12571347394;1
464731;4647317;DE0005501357;20150921;188400.1272535872;1
468232;4682329;FR0000120693;20150921;107679.79226949126;1
468520;5986622;NL0000009538;20150921;425142.617461502;1
468980;4689803;IT0004623051;20150921;719311.9393974307;1
470384;5505072;FR0000121485;20150921;58370.099390066;1
470774;4380429;FR0000130577;20150921;159284.033200694;1
471310;4713100;FR0000121253;20150921;144079.36814423077;1
474184;4741844;DE0006599905;20150921;107625.16235969054;1
475531;4755317;BE0003793107;20150921;93420.97505119912;1
476361;4846288;DE0007164600;20150921;159308.06662300546;1
476776;B058TZ6;FR0000073272;20150921;126783.22453277557;1
480710;5727973;DE0007236101;20150921;115932.5937327952;1
481808;B1XH026;FR0000125486;20150921;148619.13183913188;1
481830;7062713;FR0000121220;20150921;177165.31676296008;1
482110;4821100;BE0003470755;20150921;95100.02153864125;1
483410;4834108;FR0000121972;20150921;163896.48646344343;1
488082;5732524;ES0178430E18;20150921;886600.3890294365;1
491062;5596991;BE0003739530;20150921;122013.07753032022;1
491207;B12T3J1;NL0000009355;20150921;273409.4035038256;1
497711;5671519;NL0000395903;20150921;353127.8415837296;1
512907;5129074;DE0005785802;20150921;133720.25720238214;1
513962;B1W8P14;NL0000852564;20150921;362335.6640741597;1
533004;5330047;FR0000130650;20150921;152826.29823883576;1
538675;5386750;DE0007251803;20150921;282811.2959648356;1
547497;B0DJ8Q5;FR0010220475;20150921;377620.6782686533;1
557955;5579550;FI0009007132;20150921;624349.4622777553;1
563828;5638280;ES0184262212;20150921;206390.87979012317;1
565478;5654781;FR0000051732;20150921;128362.82011730896;1
570151;5701513;FI0009007884;20150921;305336.63814793446;1
572670;B88MHC4;DE000A1PHFF7;20150921;93948.88915923268;1
573282;5732825;NL0000240000;20150921;396267.06570629;1
582300;B1SK0S6;DE000A0Z2ZZ5;20150921;307016.266283754;1
672716;5723777;ES0173093115;20150921;132940.35426688255;1
710755;7107551;DE0005773303;20150921;209023.22066850707;1
713666;7136663;FR0000077919;20150921;290634.90681146045;1
714131;B1WVF68;AT0000730007;20150921;224557.5062977329;1
715672;B08BR25;IT0003849244;20150921;1309310.0162622738;1
733945;7339451;FR0000184798;20150921;164478.07098636046;1
738307;7383072;ES0130960018;20150921;419387.1829877382;1
745012;5770900;ES0184933812;20150921;1016491.6811756656;1
B00D9P;B00D9P6;BE0003810273;20150921;304823.74359921925;1
B00ZQQ;B00ZQQ2;LU0088087324;20150921;386513.96777293127;1
B01BN5;B01BN57;IT0003242622;20150921;2418787.217651453;1
B03851;B038516;ES0118900010;20150921;484143.7524429671;1
B09DHL;B09DHL9;DE000A0D9PT0;20150921;119485.26119747186;1
B0LKSK;B0LKSK4;BE0003826436;20150921;195634.14263045733;1
B0M7KJ;B0M7KJ7;FR0010221234;20150921;431981.4214248773;1
B0NJJ1;B0NJJ17;FR0010242511;20150921;542585.344211844;1
B11ZRK;B11ZRK9;FR0010307819;20150921;181017.0878802212;1
B164FY;B164FY1;FR0010340141;20150921;112990.101558718;1
B1JB4K;B1JB4K8;DE000SYM9999;20150921;185116.61364051432;1
B1VP0K;B1VP0K0;FR0010451203;20150921;729648.7532924847;1
B28DTJ;B28DTJ6;FR0006174348;20150921;534314.4214561406;1
BE301T;BBH7K66;BE0974268972;20150921;473591.3152503028;1
DE2092;B7VG6L8;DE000A1J5RX9;20150921;1605842.5339942577;1
DE305Z;B5ZQ9D3;DE000EVNK013;20150921;308170.1272142692;1
EF024;B292JQ9;FR0010533075;20150921;884056.6264712648;1
EF031;B62G1B5;FR0010908533;20150921;610066.1510604148;1
EG061;B4T92J8;DE000KD88880;20150921;116233.53360213627;1
EG063;B4YVF56;DE000A1DAHH0;20150921;200153.83842925128;1
ES0017;B3MSM28;ES0109067019;20150921;263891.6937754324;1
IE102Z;4058629;IE0000669501;20150921;587914.230707077;1
049065;4519579;IE0004906560;20151221;157531.96347726206;1
400500;4005001;BE0003884047;20151221;240871.53841371468;1
401093;BKWP5S5;NL0010672325;20151221;474566.54526785726;1
401140;B1YXBJ7;FR0000120073;20151221;88683.67376813047;1
401190;5458314;NL0000009132;20151221;148388.92450741344;1
403197;4031976;DE000A1EWWW0;20151221;102362.33450121892;1
406149;B1BK209;LU0061462528;20151221;143398.1852827705;1
406566;4065663;ES0111845014;20151221;733360.8901695705;1
407023;B1Y9TB3;FR0000120644;20151221;171185.06520519633;1
408930;5107401;DE0005200000;20151221;123149.77396587325;1
409590;5298781;FR0000120966;20151221;64662.1989181601;1
416279;4162791;FR0000121329;20151221;137835.36880205927;1
417986;5650422;ES0116870314;20151221;541980.901622318;1
421185;5806225;BE0974256852;20151221;262237.0698366949;1
424910;B0HZL93;NL0000009827;20151221;190277.86312320136;1
430230;4834777;FR0000127771;20151221;536668.1660034735;1
430376;7212477;FR0000121667;20151221;77198.6948761517;1
431536;5271782;ES0130670112;20151221;621700.8338667314;1
435209;4352097;DE0005785604;20151221;133632.40423805782;1
435413;4354134;DE0005089031;20151221;178729.8762189497;1
435435;4354350;DE0005790430;20151221;201468.98440217305;1
439830;5563520;DE0005937007;20151221;321723.1719636728;1
441920;B0CCH46;NL0000008977;20151221;147933.45100960918;1
441930;7792559;NL0000009165;20151221;124287.37775123166;1
442031;5076705;DE0006048432;20151221;93460.1945285399;1
442464;B288C92;ES0144580Y14;20151221;1870819.4663508043;1
445776;B011GL4;FR0000120859;20151221;164368.18900575562;1
451700;5740817;DE0006483001;20151221;75846.93425312516;1
452518;4525189;FI0009003727;20151221;219549.45247680796;1
453478;4057808;FR0000120321;20151221;57581.39006760654;1
454721;4547213;FR0000130213;20151221;357538.4798000177;1
458260;4557104;DE0006602006;20151221;247486.3016789551;1
458836;4588364;FR0000121261;20151221;108261.54474104386;1
461785;4617859;DE0005552004;20151221;359355.6988305164;1
464731;4647317;DE0005501357;20151221;202879.57393590547;1
468232;4682329;FR0000120693;20151221;92250.791884305;1
468520;5986622;NL0000009538;20151221;419358.4783605929;1
470774;4380429;FR0000130577;20151221;153979.14831578243;1
471310;4713100;FR0000121253;20151221;137087.72107185316;1
475531;4755317;BE0003793107;20151221;79152.816390242;1
476361;4846288;DE0007164600;20151221;137589.27746876277;1
476776;B058TZ6;FR0000073272;20151221;140636.20776713357;1
480710;5727973;DE0007236101;20151221;109089.2522679863;1
481808;B1XH026;FR0000125486;20151221;159058.47309430447;1
481830;7062713;FR0000121220;20151221;122186.15134685895;1
482110;4821100;BE0003470755;20151221;92513.83294906474;1
483410;4834108;FR0000121972;20151221;167662.17627596317;1
488082;5732524;ES0178430E18;20151221;878092.2282691034;1
491062;5596991;BE0003739530;20151221;109994.22640709924;1
491207;B12T3J1;NL0000009355;20151221;235230.3859893278;1
497711;5671519;NL0000395903;20151221;333313.525548132;1
512907;5129074;DE0005785802;20151221;116718.49283793248;1
513962;B1W8P14;NL0000852564;20151221;307529.75929040404;1
524918;4103596;PTEDP0AM0009;20151221;2781479.0305468943;1
533004;5330047;FR0000130650;20151221;136045.3517162272;1
533338;B01FLQ6;ES0167050915;20151221;326871.89222266525;1
538675;5386750;DE0007251803;20151221;259794.8425394838;1
547497;B0DJ8Q5;FR0010220475;20151221;388152.9479462454;1
555465;7667163;IT0003506190;20151221;368364.7749689437;1
557955;5579550;FI0009007132;20151221;673752.8225957924;1
563828;5638280;ES0184262212;20151221;189521.33381311584;1
565478;5654781;FR0000051732;20151221;117726.18687978738;1
570151;5701513;FI0009007884;20151221;261905.20506296845;1
573282;5732825;NL0000240000;20151221;368260.1382478359;1
582300;B1SK0S6;DE000A0Z2ZZ5;20151221;293880.8928251016;1
599933;5999330;FR0000051807;20151221;111221.63475647409;1
672716;5723777;ES0173093115;20151221;144551.1315689554;1
710755;7107551;DE0005773303;20151221;193208.47152773527;1
713666;7136663;FR0000077919;20151221;269089.9844543097;1
714131;B1WVF68;AT0000730007;20151221;201592.46940645992;1
715672;B08BR25;IT0003849244;20151221;1179700.139431327;1
725147;7251470;IT0003153415;20151221;1973079.962912236;1
733945;7339451;FR0000184798;20151221;156466.80821712984;1
738307;7383072;ES0130960018;20151221;434080.267782194;1
745012;5770900;ES0184933812;20151221;845337.2928675107;1
B00D9P;B00D9P6;BE0003810273;20151221;338071.95409360033;1
B00ZQQ;B00ZQQ2;LU0088087324;20151221;387881.658433979;1
B01BN5;B01BN57;IT0003242622;20151221;2397242.705373033;1
B01SPF;B01SPF2;ES0171996012;20151221;215082.1691267833;1
B03851;B038516;ES0118900010;20151221;547791.2243510402;1
B09DHL;B09DHL9;DE000A0D9PT0;20151221;103972.41057534846;1
B0C2CQ;B0C2CQ3;FR0010208488;20151221;540715.6906940684;1
B0LKSK;B0LKSK4;BE0003826436;20151221;234998.05247625773;1
B0M7KJ;B0M7KJ7;FR0010221234;20151221;396520.91441092285;1
B11ZRK;B11ZRK9;FR0010307819;20151221;182401.0455989695;1
B164FY;B164FY1;FR0010340141;20151221;106628.88670142506;1
B1JB4K;B1JB4K8;DE000SYM9999;20151221;157889.557957663;1
B1VP0K;B1VP0K0;FR0010451203;20151221;760928.6566305616;1
B28DTJ;B28DTJ6;FR0006174348;20151221;550708.8965327892;1
BE301T;BBH7K66;BE0974268972;20151221;443317.3219257733;1
DE2092;B7VG6L8;DE000A1J5RX9;20151221;1976332.2802102729;1
DE305Z;B5ZQ9D3;DE000EVNK013;20151221;312675.4951412352;1
EF024;B292JQ9;FR0010533075;20151221;936628.3289578584;1
EF2;4031879;FR0000124141;20151221;405815.4618969099;1
EG061;B4T92J8;DE000KD88880;20151221;127085.42036256084;1
EG063;B4YVF56;DE000A1DAHH0;20151221;198063.43796791328;1
ES0017;B3MSM28;ES0109067019;20151221;251415.46479003225;1
ES502D;BX90C05;ES0105066007;20151221;579408.9581655987;1
IE102Z;4058629;IE0000669501;20151221;565079.978267909;1
IT001C;B4TWTW9;IT0004618465;20151221;4607033.158573631;1
049065;4519579;IE0004906560;20160321;150757.4109428786;1
400500;4005001;BE0003884047;20160321;205329.35493714112;1
401093;BKWP5S5;NL0010672325;20160321;460332.4018675575;1
401140;B1YXBJ7;FR0000120073;20160321;95680.49797258778;1
401190;5458314;NL0000009132;20160321;158719.82626073345;1
403197;4031976;DE000A1EWWW0;20160321;91029.65810791487;1
406149;B1BK209;LU0061462528;20160321;145481.42331369055;1
406566;4065663;ES0111845014;20160321;679579.5456373283;1
407023;B1Y9TB3;FR0000120644;20160321;170268.83535171146;1
408348;5086577;DE000BASF111;20160321;130290.31745315585;1
408930;5107401;DE0005200000;20160321;121745.02712174716;1
409590;5298781;FR0000120966;20160321;69967.7730964061;1
411515;4002121;FR0000120503;20160321;239816.47262751483;1
416279;4162791;FR0000121329;20160321;127891.18326893184;1
417754;5641567;FR0000120172;20160321;359476.06258455454;1
417986;5650422;ES0116870314;20160321;590387.0542002865;1
421185;5806225;BE0974256852;20160321;249763.8889087636;1
424910;B0HZL93;NL0000009827;20160321;193616.41415827489;1
430230;4834777;FR0000127771;20160321;517323.0521970896;1
430376;7212477;FR0000121667;20160321;83545.49949890307;1
431536;5271782;ES0130670112;20160321;673768.2215388846;1
432154;7042395;FR0000121121;20160321;149193.59223746133;1
435413;4354134;DE0005089031;20160321;202972.62728338296;1
435435;4354350;DE0005790430;20160321;216737.00721476044;1
439830;5563520;DE0005937007;20160321;307420.655117936;1
441842;5253973;FR0000052292;20160321;30323.175926458636;1
441920;B0CCH46;NL0000008977;20160321;153476.7680336229;1
441930;7792559;NL0000009165;20160321;129083.25924603704;1
442031;5076705;DE0006048432;20160321;95547.5440056866;1
442464;B288C92;ES0144580Y14;20160321;2142068.159450632;1
444747;4447476;FI0009000459;20160321;267494.05671612005;1
445776;B011GL4;FR0000120859;20160321;166705.50719064008;1
452518;4525189;FI0009003727;20160321;232033.12991163516;1
453478;4057808;FR0000120321;20160321;58154.594981892944;1
454721;4547213;FR0000130213;20160321;412528.9839131189;1
457270;4572709;FR0000039299;20160321;2470233.693662475;1
458836;4588364;FR0000121261;20160321;109382.424535474;1
461785;4617859;DE0005552004;20160321;368407.9084076048;1
464731;4647317;DE0005501357;20160321;202140.93099556875;1
468232;4682329;FR0000120693;20160321;96328.8874605862;1
468520;5986622;NL0000009538;20160321;420478.6693971236;1
470774;4380429;FR0000130577;20160321;151719.7561894753;1
471310;4713100;FR0000121253;20160321;126022.00528702686;1
475531;4755317;BE0003793107;20160321;86450.3931819285;1
476361;4846288;DE0007164600;20160321;145150.70402464055;1
477518;5671735;FR0000120578;20160321;123015.84987148856;1
480710;5727973;DE0007236101;20160321;101550.15266150968;1
481808;B1XH026;FR0000125486;20160321;159719.08223824654;1
481830;7062713;FR0000121220;20160321;109492.90975384106;1
491062;5596991;BE0003739530;20160321;125887.58969893084;1
491207;B12T3J1;NL0000009355;20160321;235299.06409303247;1
497711;5671519;NL0000395903;20160321;286993.2651149133;1
513962;B1W8P14;NL0000852564;20160321;312654.14087835496;1
524918;4103596;PTEDP0AM0009;20160321;3042907.4504906787;1
525288;BCZM1B2;DE000PSM7770;20160321;194972.9780183877;1
533004;5330047;FR0000130650;20160321;143270.04568206856;1
538675;5386750;DE0007251803;20160321;270734.6985550873;1
547497;B0DJ8Q5;FR0010220475;20160321;431530.6891121959;1
555465;7667163;IT0003506190;20160321;376821.6665108374;1
563828;5638280;ES0184262212;20160321;211109.4824453509;1
565478;5654781;FR0000051732;20160321;136314.4103722183;1
570151;5701513;FI0009007884;20160321;265633.1730512666;1
582300;B1SK0S6;DE000A0Z2ZZ5;20160321;337561.86448225187;1
599933;5999330;FR0000051807;20160321;114570.32059388634;1
