compositionDate;securityDate;inputCurrency;stoxxid;securityName;isin;sedol;currency;icb5_l1;icb5_l2;icb5_l3;icb5_l4;country;BBGTicker;shareClass;RIC;RICExtension;parentStoxxId;countryOfIncorporation;ISO2CountryDom;exchangeName;isoCountryCode;countryCode;mappedRegions;isoMicCode;closePrice;adjustedOpenPrice;adjustedOpenGross;adjustedOpenNet;adjustmentFactor;fxLocUsed;isStockConnectSecurity;Foreign Ownership Limit;Foreign Holding;Foreign Headroom;FreeFloat;shares;ffmcap;size;index_weight_close;index_weight_open;ADTV_3m_USD;ADTV_3m_EUR;ADTV_6m_USD;ADTV_6m_EUR;ADTV_9m_USD;ADTV_9m_EUR;ADTV_12m_USD;ADTV_12m_EUR;orgPermId;comName;typeCode;description;ultimateParentOrgPermID;ultimateParentName;ultimateParentTypeCode;ultimateParentTypeDescription;axiomaId;composition_date;Unnamed: 0;reportDate;dj_id;vol;inverse;inverse_vol
20241223;20241223;EUR;001978;AIB GROUP;IE00BF0L3536;BF0L353;EUR;30;3010;301010;30101010;IE;;;AIBG.I1;I1;;IE;IE;;;IE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;5.16;5.16;5.16;5.16;;1.0;False;1.0;0.0;1.0;0.8002;2328438575;9614197386;;0.0018327;0.0017342;20060570.4419682;18775584.0238151;24071055.2514029;22138394.6151797;26154911.972780302;24138276.0251395;24258007.7383827;22376977.693503;5059082241;AIB Group PLC;COM;Business Organization;5059082241;AIB Group PLC;COM;Business Organization;BVB61TCJ7;2024-12-23;1749;2024-12-05;001978;0.292226383708505;1;3.4220044997630916
20241223;20241223;EUR;007560;BANK OF IRELAND GROUP;IE00BD1RP616;BD1RP61;EUR;30;3010;301010;30101010;IE;;;BIRG.I1;I1;;IE;IE;;;IE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;8.666;8.666;8.666;8.666;;1.0;False;1.0;0.0;1.0;0.9494;1003409101;8255548780;;0.0015428;0.0015496;19219067.5966049;17962642.4195814;19845264.6439334;18297841.1358053;22498824.6719286;20810768.4260047;22526739.4232377;20815209.5766908;5056415510;Bank of Ireland Group PLC;COM;Business Organization;5056415510;Bank of Ireland Group PLC;COM;Business Organization;9PJZMVLL8;2024-12-23;2077;2024-12-05;007560;0.333338951416554;1;2.999949438103197
20241223;20241223;EUR;011517;RYANAIR;IE00BYTBXV33;BYTBXV3;EUR;40;4050;405010;40501010;IE;;;RYA.I1;I1;;IE;IE;;;IE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;19.26;19.26;19.26;19.26;;1.0;False;0.499;0.1654589;0.668419;0.5;1085041693;10448951504;;0.0019383;0.0019868;32618488.9760985;30481059.8395968;38277284.8509417;35286788.229963794;40309511.671185605;37253563.5314471;38123114.31130011;35215537.955353;4295874870;Ryanair Holdings PLC;COM;Business Organization;4295874870;Ryanair Holdings PLC;COM;Business Organization;2KQK9YBD9;2024-12-23;1965;2024-12-05;011517;0.317668031851437;1;3.1479403016154532
20241223;20241223;EUR;049065;KERRY GRP;IE0004906560;4519579;EUR;45;4510;451020;45102020;IE;;;KYGa.I1;I1;;IE;IE;;;IE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;92.0;92.0;92.0;92.0;;1.0;False;1.0;0.0;1.0;0.8839;169659589;13796514186;;0.0025764;0.0025921;31818159.6429399;29775982.0079494;32275686.9078754;29782943.319619603;33730930.1263717;31211844.405535303;33704921.8376097;31158643.2714135;4295874927;Kerry Group PLC;COM;Business Organization;4295874927;Kerry Group PLC;COM;Business Organization;KWT9DJM17;2024-12-23;509;2024-12-05;049065;0.19374952164813;1;5.161303065388248
20241223;20241223;EUR;143451;COFINIMMO;BE0003593044;4177988;EUR;35;3510;351020;35102010;BE;;;COFB.BR1;BR1;;BE;BE;;;BE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;53.3;53.3;53.3;53.3;;1.0;False;1.0;0.0;1.0;1.0;38096217;2030528366;;0.000389;0.0003784;4316617.62035856;4046020.90702114;4051245.95393862;3741026.22033361;4454315.34850542;4122517.23277972;4778324.26456788;4416105.17870953;4295859240;Cofinimmo SA;CINV;Collective Investment;4295859240;Cofinimmo SA;CINV;Collective Investment;GUTRKARK0;2024-12-23;1061;2024-12-05;143451;0.233033981660585;1;4.291219644766248
20241223;20241223;EUR;400169;AGEAS;BE0974264930;B86S2N0;EUR;30;3030;303010;30301010;BE;;;AGES.BR1;BR1;;BE;BE;;;BE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;46.02;46.02;46.02;46.02;;1.0;False;1.0;0.0;1.0;0.9356;187971187;8093346074;;0.0015189;0.0015084;15113882.8456569;14185058.3794492;13726082.8899204;12694028.3869399;14719891.676456302;13632739.0305482;15363878.344318695;14207157.1732193;5000062813;Ageas SA;COM;Business Organization;5000062813;Ageas SA;COM;Business Organization;U7JPX9135;2024-12-23;221;2024-12-05;400169;0.168490788817275;1;5.935042544577796
20241223;20241223;EUR;400500;UMICORE;BE0974320526;BF44466;EUR;55;5520;552010;55201020;BE;;;UMI.BR1;BR1;;BE;BE;;;BE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;9.855;9.855;9.855;9.855;;1.0;False;1.0;0.0;1.0;0.7407;246400000;1798621070;;0.0003477;0.0003352;6179620.485023599;5789523.58600673;9365651.27470719;8585207.85390317;10643311.0179206;9805266.48975702;10505105.3984496;9677905.20192154;4295859347;Umicore SA;COM;Business Organization;4295859347;Umicore SA;COM;Business Organization;LF2KM2ZR3;2024-12-23;2197;2024-12-05;400500;0.368711506853711;1;2.7121475229596164
20241223;20241223;EUR;400609;AEGON;BMG0112X1056;BPH0Y27;EUR;30;3030;303010;30301010;NL;;;AEGN.AS1;AS1;;BM;NL;;;NL;;;5.6160000000000005;5.6160000000000005;5.6160000000000005;5.6160000000000005;;1.0;False;1.0;0.0;1.0;0.7703;1687766194;7301284657;;0.0013684;0.0014641;25578089.6314811;24005351.9101316;27541816.6653469;25398049.3966808;30470247.3618313;28180362.8262096;32408153.477249894;29940182.0198732;5086798177;Aegon Ltd;COM;Business Organization;5086798177;Aegon Ltd;COM;Business Organization;L6QPN1ZH9;2024-12-23;693;2024-12-05;400609;0.205184533759805;1;4.8736616823694385
20241223;20241223;EUR;401093;AHOLD DELHAIZE;NL0011794037;BD0Q398;EUR;45;4520;452010;45201010;NL;;;AD.AS1;AS1;;NL;NL;;;NL;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;31.29;31.29;31.29;31.29;;1.0;False;1.0;0.0;1.0;1.0;929345662;29079225764;;0.0054237;0.0054634;63117051.250528894;59155364.770133495;63197638.3753276;58355773.184288;64084547.02851279;59297005.247047;62141770.320766896;57448460.2830028;4295884672;Koninklijke Ahold Delhaize NV;COM;Business Organization;4295884672;Koninklijke Ahold Delhaize NV;COM;Business Organization;CDCSZTGL1;2024-12-23;51;2024-12-05;401093;0.153347326576617;1;6.521144008991702
20241223;20241223;EUR;401140;AIR LIQUIDE;FR0000120073;B1YXBJ7;EUR;55;5520;552010;55201020;FR;;;AIRP.PA1;PA1;;FR;FR;;;FR;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;155.38;155.38;155.38;155.38;;1.0;False;1.0;0.0;1.0;1.0;578254787;89849228804;;0.01671;0.0167424;110518214.69423;103666559.544581;104954734.414426;97049355.5355918;107600441.360341;99672294.9974779;108094498.40982;100003800.440634;4295867366;L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA;COM;Business Organization;4295867366;L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA;COM;Business Organization;37KS8BCR5;2024-12-23;301;2024-12-05;401140;0.177410445970927;1;5.636646672788784
20241223;20241223;EUR;401190;AKZO NOBEL;NL0013267909;BJ2KSG2;EUR;55;5520;552010;55201020;NL;;;AKZO.AS1;AS1;;NL;NL;;;NL;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;55.84;55.84;55.84;55.84;;1.0;False;1.0;0.0;1.0;1.0;170775688;9536114418;;0.0017834;0.0017773;24948865.7556174;23347831.9287317;26563887.4991535;24480981.5150986;28268515.24192849;26136816.3236067;27643363.2560399;25540054.3984727;4295884730;Akzo Nobel NV;COM;Business Organization;4295884730;Akzo Nobel NV;COM;Business Organization;5TGDUQTW6;2024-12-23;765;2024-12-05;401190;0.211583872805381;1;4.726258134616052
20241223;20241223;EUR;401225;AIRBUS;NL0000235190;4012250;EUR;50;5020;502010;50201010;FR;;;AIR.PA1;PA1;;NL;FR;;;FR;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;154.78;154.78;154.78;154.78;;1.0;False;1.0;0.0;1.0;0.7427;792283683;91077054761;;0.0169665;0.0169748;185521296.707308;173724768.295807;169641804.080169;156861927.730228;172076407.039302;159423160.460852;163877493.340092;151656542.888533;4295884955;Airbus SE;COM;Business Organization;4295884955;Airbus SE;COM;Business Organization;8Z8JPAMN3;2024-12-23;1085;2024-12-05;401225;0.233616837724093;1;4.280513381407138
20241223;20241223;EUR;401632;ALLIANZ;DE0008404005;5231485;EUR;30;3030;303020;30302010;DE;;;ALVG.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;294.6;294.6;294.6;294.6;;1.0;False;1.0;0.0;1.0;1.0;391718983;115400412392;;0.0215912;0.0215081;191379422.482965;179479796.669378;178466889.281383;164879076.31426698;191622454.306449;177395341.18913898;195284935.714515;180563437.008065;4295870171;Allianz SE;COM;Business Organization;4295870171;Allianz SE;COM;Business Organization;R17TUTF80;2024-12-23;41;2024-12-05;401632;0.150913728228056;1;6.626302402978423
20241223;20241223;EUR;403197;ADIDAS;DE000A1EWWW0;4031976;EUR;40;4020;402040;40204025;DE;;;ADSGn.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;236.4;236.4;236.4;236.4;;1.0;False;1.0;0.0;1.0;1.0;180000000;42552000000;;0.0079217;0.0073264;102645328.158502;96078616.9757232;97627691.5384454;90183872.7921224;99296098.45424607;91934506.1994302;102796979.139288;95035397.5053103;4295868725;Adidas AG;COM;Business Organization;4295868725;Adidas AG;COM;Business Organization;N4C8J61F0;2024-12-23;1557;2024-12-05;403197;0.272081329199887;1;3.6753716359028115
20241223;20241223;EUR;405671;ASSICURAZIONI GENERALI;IT0000062072;4056719;EUR;30;3030;303020;30302010;IT;;;GASI.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};MTAA;27.06;27.06;27.06;27.06;;1.0;False;1.0;0.0;1.0;0.7005;1569420004;29749187968;;0.0055736;0.0056119;84321305.45465219;79146763.43853371;81559230.3744197;75341790.91675;83490734.9977471;77256281.3703215;80301124.1114985;74232158.2900226;4295875714;Assicurazioni Generali SpA;COM;Business Organization;4295875714;Assicurazioni Generali SpA;COM;Business Organization;2JT6T37C3;2024-12-23;161;2024-12-05;405671;0.161790185887198;1;6.180844619940121
20241223;20241223;EUR;407023;DANONE;FR0000120644;B1Y9TB3;EUR;45;4510;451020;45102020;FR;;;DANO.PA1;PA1;;FR;FR;;;FR;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;64.08;64.08;64.08;64.08;;1.0;False;1.0;0.0;1.0;0.9479;679553991;41277082535;;0.0077503;0.0076932;75947444.5154002;71168760.61422099;75652186.6787753;69848835.260131;75075469.9062513;69473532.21742989;73252048.6930895;67716516.7649506;4295867387;Danone SA;COM;Business Organization;4295867387;Danone SA;COM;Business Organization;S6BV2GX61;2024-12-23;11;2024-12-05;407023;0.126592261565676;1;7.899377004819529
20241223;20241223;EUR;407026;BCO COMERCIAL PORTUGUES;PTBCP0AM0015;BZCNN35;EUR;30;3010;301010;30101010;PT;;;BCP.LS1;LS1;;PT;PT;;;PT;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;0.4493;0.4493;0.4493;0.4493;;1.0;False;1.0;0.0;1.0;0.6048;15113989952;4107024847;;0.0007712;0.0007655;25945086.3725251;24249232.8566239;25980672.2093427;23961073.1868078;26754819.8379238;24734133.2999904;25337025.4374618;23402545.6484378;4295886766;Banco Comercial Portugues SA;COM;Business Organization;4295886766;Banco Comercial Portugues SA;COM;Business Organization;B39C2QZK6;2024-12-23;2029;2024-12-05;407026;0.324925400851927;1;3.0776295031969934
20241223;20241223;EUR;407141;BANKINTER;ES0113679I37;5474008;EUR;30;3010;301010;30101010;ES;;;BKT.MC;MC;;ES;ES;Madrid Stock Exchange;ES;ES;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XMAD;7.37;7.37;7.37;7.37;;1.0;False;1.0;0.0;1.0;0.7149;898866154;4735957677;;0.0008921;0.0008827;15513329.6548044;14514488.026778698;16186190.7624457;14934773.2015579;17512242.5525769;16200914.2101447;20117836.1471029;18580762.2194024;4295889567;Bankinter SA;COM;Business Organization;4295889567;Bankinter SA;COM;Business Organization;LPYYULD73;2024-12-23;1213;2024-12-05;407141;0.24315518673805;1;4.11259991372216
20241223;20241223;EUR;407228;BCO SANTANDER;ES0113900J37;5705946;EUR;30;3010;301010;30101010;ES;;;SAN.MC;MC;;ES;ES;Madrid Stock Exchange;ES;ES;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XMAD;4.3565;4.3565;4.3565;4.3565;;1.0;False;1.0;0.0;1.0;1.0;15494273572;67500802816;;0.0125739;0.0125807;124295434.13064;116491534.76343998;114001074.820861;105427012.950275;124142914.360563;115025732.84018;126566486.09801298;117100378.387055;8589934205;Banco Santander SA;COM;Business Organization;8589934205;Banco Santander SA;COM;Business Organization;D7RFGBA23;2024-12-23;1373;2024-12-05;407228;0.251179279485933;1;3.981220115156847
20241223;20241223;EUR;407683;INTESA SANPAOLO;IT0000072618;4076836;EUR;30;3010;301010;30101010;IT;;;ISP.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};MTAA;3.834;3.834;3.834;3.834;;1.0;False;1.0;0.0;1.0;0.8213;17803670501;56061340669;;0.0104649;0.011528;282573856.391748;264000868.40067;272874326.326206;251824105.924434;285549638.03658503;264118664.769361;287649187.721488;265809017.433625;4295875735;Intesa Sanpaolo SpA;COM;Business Organization;4295875735;Intesa Sanpaolo SpA;COM;Business Organization;8PXNG7WQ7;2024-12-23;845;2024-12-05;407683;0.215231135312318;1;4.646167937315009
20241223;20241223;EUR;408348;BASF;DE000BASF111;5086577;EUR;55;5520;552010;55201000;DE;;;BASFn.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;42.54;42.54;42.54;42.54;;1.0;False;1.0;0.0;1.0;1.0;892522164;37967892857;;0.00708;0.0070764;106603908.850361;99715162.70214158;105124064.779504;96906727.4731536;113677714.699853;105136105.351949;114678653.183664;105953598.67469;4295869198;BASF SE;COM;Business Organization;4295869198;BASF SE;COM;Business Organization;F23XNF429;2024-12-23;1069;2024-12-05;408348;0.233117478905063;1;4.289682629963794
20241223;20241223;EUR;408522;BMW;DE0005190003;5756029;EUR;40;4010;401010;40101020;DE;;;BMWG.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;77.58;77.58;77.58;77.58;;1.0;False;1.0;0.0;1.0;0.5144;579795667;23137993812;;0.0042992;0.0043124;93690918.4091448;87929544.9032621;98883529.3517596;91257069.301485;104935804.308813;97069862.9419448;105108155.805649;97124392.3129674;4295869227;Bayerische Motoren Werke AG;COM;Business Organization;4295869227;Bayerische Motoren Werke AG;COM;Business Organization;VLLZUY6B3;2024-12-23;1541;2024-12-05;408522;0.27020988021728;1;3.700826924596112
20241223;20241223;EUR;408530;BAYER;DE000BAY0017;5069211;EUR;20;2010;201030;20103015;DE;;;BAYGn.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;18.936;18.936;18.936;18.936;;1.0;False;1.0;0.0;1.0;1.0;982424082;18603182417;;0.0034769;0.0034672;98276278.8701834;92008013.91402908;94556576.4425004;87284312.30149691;97003534.4776302;89723108.1326623;109565351.67377;101203629.330752;4295869217;Bayer AG;COM;Business Organization;4295869217;Bayer AG;COM;Business Organization;UWAP5U7V5;2024-12-23;2101;2024-12-05;408530;0.340387178774729;1;2.937830982940189
20241223;20241223;EUR;408930;BEIERSDORF;DE0005200000;5107401;EUR;45;4520;452010;45201020;DE;;;BEIG.DE;DE;;DE;DE;XETRA;DE;DE;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};XETR;122.85;122.85;122.85;122.85;;1.0;False;1.0;0.0;1.0;0.38;248000000;11577384000;;0.002177;0.0021578;29223767.004469898;27321268.785999;34130885.9630505;31446814.0832678;36988980.810586;34196889.3099375;35938585.8740404;33205277.379451897;4295869070;Beiersdorf AG;COM;Business Organization;4295868967;maxingvest GmbH & Co KgaA;COM;Business Organization;VU7LM14A5;2024-12-23;111;2024-12-05;408930;0.157979919492049;1;6.329918404916829
20241223;20241223;EUR;411232;ACCOR;FR0000120404;5852842;EUR;40;4050;405010;40501025;FR;;;ACCP.PA1;PA1;;FR;FR;;;FR;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;46.6;46.6;46.6;46.6;;1.0;False;1.0;0.0;1.0;0.8683;243667720;9859473347;;0.0018409;0.0018373;26650773.4365818;24942345.7128077;27875433.7816404;25694243.962319896;29525971.2822232;27302305.6773054;30704741.84003;28365876.210569605;4295866829;Accor SA;COM;Business Organization;4295866829;Accor SA;COM;Business Organization;D9L16NJN6;2024-12-23;797;2024-12-05;411232;0.213347269104555;1;4.687193814090634
20241223;20241223;EUR;411515;BOUYGUES;FR0000120503;4002121;EUR;50;5010;501010;50101010;FR;;;BOUY.PA1;PA1;;FR;FR;;;FR;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};;28.19;28.19;28.19;28.19;;1.0;False;1.0;0.0;1.0;0.7125;379268439;7617748823;;0.0014216;0.0014197;24868021.179418694;23295216.6710457;23905323.180198897;22074091.1752948;26421613.279697;24458432.355441894;27761557.2022427;25665124.3930263;4295867226;Bouygues SA;COM;Business Organization;4295867226;Bouygues SA;COM;Business Organization;PC8C7GWG1;2024-12-23;669;2024-12-05;411515;0.203085079914067;1;4.924044643866196
20241223;20241223;EUR;411522;BCA POPOLARE DI SONDRIO;IT0000784196;4115223;EUR;30;3010;301010;30101010;IT;;;BPSI.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};MTAA;8.1;8.1;8.1;8.1;;1.0;False;1.0;0.0;1.0;0.8028;453385777;2948222624;;0.0005472;0.0005495;13982467.3185883;13144273.7325829;12014907.6794724;11151925.1530906;13501131.4110987;12530703.1842774;13989246.298591;12956700.7346804;4295875604;Banca Popolare Di Sondrio SpA;COM;Business Organization;4295875604;Banca Popolare Di Sondrio SpA;COM;Business Organization;QH6B58BN1;2024-12-23;1949;2024-12-05;411522;0.316979187659809;1;3.1547812567215874
20241223;20241223;EUR;411609;BPER Banca;IT0000066123;4116099;EUR;30;3010;301010;30101010;IT;;;EMII.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;{'14':'Europe','15':'Eurozone','16':'Global (all)','17':'Global (developed)','2':'All Europe','23':'Eurozone Official','24':'Developed Market(Stoxx World)','35':'All Europe (Stoxx World)','36':'Western Europe (Stoxx World)','43':'European Union (Stoxx World)','44':'Eurozone (Stoxx World)','47':'Developed Market + K (Stoxx World)','9':'Developed Markets'};MTAA;6.016;6.016;6.016;6.016;;1.0;False;1.0;0.0;1.0;0.6990000000000001;1421624324;5978191861;;0.0011159;0.0011108;97068164.8606496;90974464.2669506;80144715.96653779;74304394.47302979;78156511.7990103;72481633.46259008;75355883.7322662;69788936.65273261;4295875447;Bper Banca SpA;COM;Business Organization;4295875447;Bper Banca SpA;COM;Business Organization;M78JKZTV4;2024-12-23;1973;2024-12-05;411609;0.318248961028381;1;3.142194075885204
