compositionDate;securityDate;inputCurrency;stoxxid;securityName;isin_x;sedol_x;currency_x;icb5_l1;icb5_l2;icb5_l3;icb5_l4;country;BBGTicker;shareClass;RIC;RICExtension;parentStoxxId;countryOfIncorporation;ISO2CountryDom;exchangeName;isoCountryCode;countryCode;isoMicCode;closePrice;adjustedOpenPrice;adjustedOpenGross;adjustedOpenNet;adjustmentFactor;fxLocUsed;isStockConnectSecurity;Foreign Ownership Limit;Foreign Holding;Foreign Headroom;FreeFloat;shares;ffmcap;size;index_weight_close;index_weight_open;ADTV_3m_USD;ADTV_3m_EUR;ADTV_6m_USD;ADTV_6m_EUR;ADTV_9m_USD;ADTV_9m_EUR;ADTV_12m_USD;ADTV_12m_EUR;orgPermId;comName;typeCode;description;ultimateParentOrgPermID;ultimateParentName;ultimateParentTypeCode;ultimateParentTypeDescription;axiomaId;composition_date;index_symbol;security_id;dj_id;name;isin_y;sedol_y;ric;currency_y;icb_sectorl1;icb_sectorl3;bbg_ticker;infocode;vol;vol_rank;geogra_area;was_in_prev_selection;is_selected;rejection_reason;reportDate;inverse;inverse_vol;exclusion;Step 1 icb_sectorl1 exclusion;Step 2 icb_sectorl3 exclusion;Step 3 vol exclusion;Step 3 top 100 by vol asc final rank;divide_attribute_1_vol;weight;capped_weight;cap_limit;cap_factor_mcap_neutral;cap_factor;weight_factor
20250314;20250314;EUR;442031;HENKEL PREF;DE0006048432;5076705;EUR;40;4020;402020;40202025;DE;;;HNKG_p.DE;DE;;DE;DE;XETRA;DE;DE;XETR;75.28;75.28;75.28;75.28;;1.0;False;1.0;0.0;1.0;0.9141;178162875;12260001734;L;0.000156;0.000156;30223270.8065137;29004316.1515072;30019203.5059715;28155873.0368709;32245028.3042297;30041631.2753106;33911679.2428181;31534481.9392781;4295869260;Henkel AG & Co KGaA;COM;Business Organization;4295869260;Henkel AG & Co KGaA;COM;Business Organization;DPKR6KT41;2025-03-14;SXLV1E;20471;442031;HENKEL PREF;DE0006048432;5076705;HNKG_p.DE;EUR;40;402020;HEN3 GY Equity;39966;0.164683154;16;DE;Y;Y;;2025-03-14;1;6.072266505170286;False;False;False;False;11.0;6.072266505170286;0.012169816109086058;0.012169816109086058;0.1;1.0;1.0;161660.68157659483
20250314;20250314;EUR;672716;Redeia Corporacion;ES0173093024;BD6FXN3;EUR;65;6510;651010;65101015;ES;;;REDE.MC;MC;;ES;ES;Madrid Stock Exchange;ES;ES;XMAD;17.48;17.48;17.48;17.48;;1.0;False;1.0;0.0;1.0;0.75;541080000;7093558800;M;9.02e-05;9.02e-05;15606083.5258128;14969130.2888124;15787462.9818886;14819106.1687052;16168485.5149046;15084107.1180024;16570503.0108358;15428668.6272904;4295889513;Redeia Corporacion SA;COM;Business Organization;4295889513;Redeia Corporacion SA;COM;Business Organization;JFL9R6QR6;2025-03-14;SXLV1E;19946;672716;Redeia Corporacion;ES0173093024;BD6FXN3;REDE.MC;EUR;65;651010;RED SQ Equity;36403;0.165091745;17;ES;Y;Y;;2025-03-14;1;6.057238052696093;False;False;False;False;12.0;6.057238052696093;0.012139696630163427;0.012139696630163427;0.1;1.0;1.0;694490.6538995095
20250314;20250314;EUR;488082;TELEFONICA;ES0178430E18;5732524;EUR;15;1510;151020;15102015;ES;;;TEF.MC;MC;;ES;ES;Madrid Stock Exchange;ES;ES;XMAD;4.347;4.347;4.347;4.347;;1.0;False;1.0;0.0;1.0;0.6997;5670161554;17246340135;L;0.0002194;0.0002194;42143296.9113934;40439353.0036471;42726166.8949494;40044848.6198685;43569384.2667182;40607486.1316781;46998984.642622;43717484.6300116;5000062703;Telefonica SA;COM;Business Organization;5000062703;Telefonica SA;COM;Business Organization;YJNCXMLY0;2025-03-14;SXLV1E;19684;488082;TELEFONICA;ES0178430E18;5732524;TEF.MC;EUR;15;151020;TEF SQ Equity;46993;0.165108888;18;ES;Y;Y;;2025-03-14;1;6.056609139054949;False;False;False;False;13.0;6.056609139054949;0.012138436184273132;0.012138436184273132;0.1;1.0;1.0;2792370.8728486616
20250314;20250314;EUR;B0C2CQ;ENGIE;FR0010208488;B0C2CQ3;EUR;65;6510;651020;65102000;FR;;;ENGIE.PA1;PA1;;FR;FR;;;FR;;17.31;17.31;17.31;17.31;;1.0;False;1.0;0.0;1.0;0.7636;2435285011;32189392711;L;0.0004095;0.0004095;92515124.6805315;88812722.700042;90400370.2297059;84887471.4891525;94697523.1091641;88338038.5466009;93107051.2328143;86716187.25113;4295866806;Engie SA;COM;Business Organization;4295866806;Engie SA;COM;Business Organization;57UCVPC33;2025-03-14;SXLV1E;20553;B0C2CQ;ENGIE;FR0010208488;B0C2CQ3;ENGIE.PA;EUR;65;651020;ENGI FP Equity;24677;0.165941257;19;FR;Y;Y;;2025-03-14;1;6.0262289082214195;False;False;False;False;14.0;6.0262289082214195;0.012077549228425456;0.012077549228425456;0.1;1.0;1.0;697720.9259633423
20250314;20250314;EUR;725147;SNAM RETE GAS;IT0003153415;7251470;EUR;60;6010;601010;60101035;IT;;;SRG.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;MTAA;4.597;4.597;4.597;4.597;;1.0;False;1.0;0.0;1.0;0.6119;3360857809;9453771383;L;0.0001203;0.0001203;36899358.5892168;35437883.2582065;32595653.8706477;30716290.1163872;34101060.5753305;31889332.9844033;35071398.2708078;32701622.5505602;4295875615;Snam SpA;COM;Business Organization;4295875615;Snam SpA;COM;Business Organization;GMR6KZMM2;2025-03-14;SXLV1E;19802;725147;SNAM RETE GAS;IT0003153415;7251470;SRG.MI;EUR;60;601010;SRG IM Equity;5486;0.167666682;21;IT;Y;Y;;2025-03-14;1;5.964214166294529;False;False;False;False;15.0;5.964214166294529;0.01195326153376316;0.01195326153376316;0.1;1.0;1.0;2600230.9188086055
20250314;20250314;EUR;579802;ENEL;IT0003128367;7144569;EUR;65;6510;651010;65101015;IT;;;ENEI.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;MTAA;6.995;6.995;6.995;6.995;;1.0;False;1.0;0.0;1.0;0.7641;10166679946;54339679226;L;0.0006912;0.0006912;174336389.066039;167475972.163067;170043071.970874;159701316.323286;163067801.834685;152239178.732657;167667360.620784;156206433.507043;4295875798;Enel SpA;COM;Business Organization;4295875798;Enel SpA;COM;Business Organization;UG9ADRCR6;2025-03-14;SXLV1E;20653;579802;ENEL;IT0003128367;7144569;ENEI.MI;EUR;65;651010;ENEL IM Equity;13061;0.170030799;23;IT;Y;Y;;2025-03-14;1;5.881287424874125;False;False;False;False;16.0;5.881287424874125;0.011787062768812254;0.011787062768812254;0.1;1.0;1.0;1685069.7310667983
20250314;20250314;EUR;755087;ACKERMANS & VAN HAAREN;BE0003764785;5715774;EUR;50;5010;501010;50101015;BE;;;ACKB.BR1;BR1;;BE;BE;;;BE;;196.4;196.4;196.4;196.4;;1.0;False;1.0;0.0;1.0;0.6666;33157750;4341020588;M;5.52e-05;5.52e-05;4619625.36254916;4430121.44124032;5404983.69595188;5050521.1619707;5309462.73174055;4939699.49987297;5064403.60244251;4706712.44743406;4295859200;Ackermans & Van Haaren NV;COM;Business Organization;4295859200;Ackermans & Van Haaren NV;COM;Business Organization;QXGVMM2M3;2025-03-14;SXLV1E;21131;755087;ACKERMANS & VAN HAAREN;BE0003764785;5715774;ACKB.BR;EUR;50;501010;ACKB BB Equity;40280;0.171133034;24;BE;Y;Y;;2025-03-14;1;5.843407182274348;False;False;False;False;17.0;5.843407182274348;0.011711144561629758;0.011711144561629758;0.1;1.0;1.0;59629.04562947942
20250314;20250314;EUR;443639;ENI;IT0003132476;7145056;EUR;60;6010;601010;60101000;IT;;;ENI.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;MTAA;13.656;13.656;13.656;13.656;;1.0;False;1.0;0.0;1.0;0.6448;3284490525;28921216083;L;0.0003679;0.0003679;166833728.499405;160163788.870899;174181192.911093;163220630.152712;165268583.670384;154069597.53244;164910266.159122;153463099.854034;4295875633;Eni SpA;COM;Business Organization;4295875633;Eni SpA;COM;Business Organization;ZBVVD9Z96;2025-03-14;SXLV1E;20650;443639;ENI;IT0003132476;7145056;ENI.MI;EUR;60;601010;ENI IM Equity;42118;0.174415986;27;IT;Y;Y;;2025-03-14;1;5.7334194125990265;False;False;False;False;18.0;5.7334194125990265;0.011490711066153651;0.011490711066153651;0.1;1.0;1.0;841440.4705736416
20250314;20250314;EUR;IT506M;INWIT;IT0005090300;BZ0P4R4;EUR;15;1510;151020;15102015;IT;;;INWT.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;MTAA;9.5;9.5;9.5;9.5;;1.0;False;1.0;0.0;1.0;0.3501;931890010;3099419579;M;3.94e-05;3.94e-05;11683732.6090086;11216829.5625444;12409451.3169215;11633734.105818;13023826.2179068;12132438.1632899;13227678.7456593;12297502.6834073;5045517782;Infrastrutture Wireless Italiane SpA;COM;Business Organization;5045517782;Infrastrutture Wireless Italiane SpA;COM;Business Organization;PNCMJW135;2025-03-14;SXLV1E;38201;IT506M;INWIT;IT0005090300;BZ0P4R4;INWT.MI;EUR;15;151020;INW IM Equity;283772;0.174823623;28;IT;Y;Y;;2025-03-14;1;5.720050773687489;False;False;False;False;19.0;5.720050773687489;0.011463918125322799;0.011463918125322799;0.1;1.0;1.0;1206728.2237181894
20250314;20250314;EUR;477518;SANOFI;FR0000120578;5671735;EUR;20;2010;201030;20103015;FR;;;SASY.PA1;PA1;;FR;FR;;;FR;;106.22;106.22;106.22;106.22;;1.0;False;1.0;0.0;1.0;0.9068;1268922721;122223012088;L;0.0015547;0.0015547;168748133.334101;161964917.586886;167392144.263413;157058686.887766;160743364.484712;149972269.274117;154337158.529908;143783560.957435;4295868215;Sanofi SA;COM;Business Organization;4295868215;Sanofi SA;COM;Business Organization;FL5PVV7L3;2025-03-14;SXLV1E;19877;477518;SANOFI;FR0000120578;5671735;SASY.PA;EUR;20;201030;SAN FP Equity;48967;0.174856483;29;FR;Y;Y;;2025-03-14;1;5.718975830023986;False;False;False;False;20.0;5.718975830023986;0.011461763762252384;0.011461763762252384;0.1;1.0;1.0;107905.89119047622
20250314;20250314;EUR;458260;GEA GRP;DE0006602006;4557104;EUR;50;5020;502040;50204000;DE;;;G1AG.DE;DE;;DE;DE;XETRA;DE;DE;XETR;56.55;56.55;56.55;56.55;;1.0;False;1.0;0.0;1.0;0.9001;172331076;8771764645;M;0.0001116;0.0001116;16241337.7269671;15585735.885678;14959261.5734302;14073380.6494875;13973080.5427949;13067529.0864534;13289273.0754748;12400766.2322901;5000010681;GEA Group AG;COM;Business Organization;5000010681;GEA Group AG;COM;Business Organization;VAXWM5P63;2025-03-14;SXLV1E;20552;458260;GEA GRP;DE0006602006;4557104;G1AG.DE;EUR;50;502040;G1A GY Equity;46903;0.177199338;31;DE;Y;Y;;2025-03-14;1;5.6433619407765505;False;False;False;False;21.0;5.6433619407765505;0.011310221150173258;0.011310221150173258;0.1;1.0;1.0;200003.91070156073
20250314;20250314;EUR;ES504F;AENA SME;ES0105046009;BVRZ8L1;EUR;50;5020;502060;50206060;ES;;;AENA.MC;MC;;ES;ES;Madrid Stock Exchange;ES;ES;XMAD;210.8;210.8;210.8;210.8;;1.0;False;1.0;0.0;1.0;0.49;150000000;15493800000;L;0.0001971;0.0001971;26724469.4462871;25621803.4707022;28536322.7338345;26717204.0982176;29414775.5761096;27391716.4490488;29235589.1026799;27192241.6020624;5044623340;Aena SME SA;GVTDA;Government Department / Agency;4296939656;Spain, Kingdom of (Government);GVT;Government;L4AM85SQ4;2025-03-14;SXLV1E;38159;ES504F;AENA SME;ES0105046009;BVRZ8L1;AENA.MC;EUR;50;502060;AENA SQ Equity;280859;0.180042548;33;ES;Y;Y;;2025-03-14;1;5.554242656019287;False;False;False;False;22.0;5.554242656019287;0.011131611514653193;0.011131611514653193;0.1;1.0;1.0;52806.50623649522
20250314;20250314;EUR;570151;ELISA CORPORATION;FI0009007884;5701513;EUR;15;1510;151020;15102015;FI;;;ELISA.HE;HE;;FI;FI;Nasdaq Nordic Helsinki;FI;FI;XHEL;46.3;46.3;46.3;46.3;;1.0;False;1.0;0.0;1.0;0.8996;167335073;6969753446;M;8.87e-05;8.87e-05;11600423.0737348;11126388.9253474;11846211.7383413;11091777.0981609;11857632.5162772;11043369.5149626;12578253.4456807;11697438.9820149;5000040066;Elisa Oyj;COM;Business Organization;5000040066;Elisa Oyj;COM;Business Organization;WT65TCLD7;2025-03-14;SXLV1E;20662;570151;ELISA CORPORATION;FI0009007884;5701513;ELISA.HE;EUR;15;151020;ELISA FH Equity;39832;0.180935532;35;FI;Y;Y;;2025-03-14;1;5.526830407197188;False;False;False;False;23.0;5.526830407197188;0.011076672880616395;0.011076672880616395;0.1;1.0;1.0;239236.99526169323
20250314;20250314;EUR;DE50B7;SCOUT24;DE000A12DM80;BYT9340;EUR;10;1010;101010;10101020;DE;;;G24n.DE;DE;;DE;DE;XETRA;DE;DE;XETR;93.35;93.35;93.35;93.35;;1.0;False;1.0;0.0;1.0;1.0;75000000;7001250000;M;8.91e-05;8.91e-05;13718851.4403184;13157614.5938643;12198615.1252893;11490111.6889198;11071983.9845907;10365137.2613908;10552313.6837509;9855770.14099037;5046707762;Scout24 SE;COM;Business Organization;5046707762;Scout24 SE;COM;Business Organization;378ZBTB91;2025-03-14;SXLV1E;38685;DE50B7;SCOUT24;DE000A12DM80;BYT9340;G24n.DE;EUR;10;101010;G24 GY Equity;285526;0.181780083;36;DE;Y;Y;;2025-03-14;1;5.501152730797245;False;False;False;False;24.0;5.501152730797245;0.011025210613663874;0.011025210613663874;0.1;1.0;1.0;118106.16618815078
20250314;20250314;EUR;411515;BOUYGUES;FR0000120503;4002121;EUR;50;5010;501010;50101010;FR;;;BOUY.PA1;PA1;;FR;FR;;;FR;;35.32;35.32;35.32;35.32;;1.0;False;1.0;0.0;1.0;0.7125;379268439;9544479902;M;0.0001214;0.0001214;24038974.5481792;23082415.6108828;25596025.7175699;23990535.8659571;25605831.679984;23877962.1418501;27117960.2257926;25233713.9890816;4295867226;Bouygues SA;COM;Business Organization;4295867226;Bouygues SA;COM;Business Organization;PC8C7GWG1;2025-03-14;SXLV1E;20890;411515;BOUYGUES;FR0000120503;4002121;BOUY.PA;EUR;50;501010;EN FP Equity;46783;0.183035108;37;FR;Y;Y;;2025-03-14;1;5.463432731167618;False;False;False;False;25.0;5.463432731167618;0.010949613559625402;0.010949613559625402;0.1;1.0;1.0;310011.7089361665
20250314;20250314;EUR;IT607O;ITALGAS;IT0005211237;BD2Z8S7;EUR;65;6510;651020;65102020;IT;;;IG.MI;MI;;IT;IT;Euronext Milan Electronic Share Market (prev. Borsa Italia MTA (Equities);IT;IT;MTAA;6.155;6.155;6.155;6.155;;1.0;False;1.0;0.0;1.0;0.6056;811242309;3023879747;S;3.85e-05;3.85e-05;15637084.4611896;15002564.0146784;19200030.0234874;17911389.6505513;17127794.0136273;15932027.9211184;17077399.3690999;15864479.2671431;5052167677;Italgas SpA;COM;Business Organization;5052167677;Italgas SpA;COM;Business Organization;QCAZR6790;2025-03-14;SXLV1E;39820;IT607O;ITALGAS;IT0005211237;BD2Z8S7;IG.MI;EUR;65;651020;IG IM Equity;293572;0.18325504;38;IT;Y;Y;;2025-03-14;1;5.456875838176129;False;False;False;False;26.0;5.456875838176129;0.010936472472704161;0.010936472472704161;0.1;1.0;1.0;1776843.618635932
20250314;20250314;EUR;457270;BOLLORE;FR0000039299;4572709;EUR;50;5020;502060;50206060;FR;;;BOLL.PA1;PA1;;FR;FR;;;FR;;5.795;5.795;5.795;5.795;;1.0;False;1.0;0.0;1.0;0.2466;2852174816;4075891864;M;5.18e-05;5.18e-05;5295235.48352484;5079711.98850007;5879214.62537398;5508420.5723983;5890755.84968026;5484880.20792598;5726655.86324311;5323550.59426154;4295868250;Bollore SE;COM;Business Organization;5000005686;Bollore Participations SE;COM;Business Organization;A1A94L8L3;2025-03-14;SXLV1E;20900;457270;BOLLORE;FR0000039299;4572709;BOLL.PA;EUR;40;403010;BOL FP Equity;49142;0.18418888;39;FR;Y;Y;;2025-03-14;1;5.4292094072128565;False;False;False;False;27.0;5.4292094072128565;0.010881024416046723;0.010881024416046723;0.1;1.0;1.0;1877657.3625619884
20250314;20250314;EUR;049065;KERRY GRP;IE0004906560;4519579;EUR;45;4510;451020;45102020;IE;;;KYGa.I1;I1;;IE;IE;;;IE;;94.65;94.65;94.65;94.65;;1.0;False;1.0;0.0;1.0;0.8839;169659589;14193913779;M;0.0001806;0.0001806;29702118.4957763;28498307.0350172;32032343.2824276;30019172.4265434;33327300.3461619;31049342.9390158;33210656.2163662;30899185.4530809;4295874927;Kerry Group PLC;COM;Business Organization;4295874927;Kerry Group PLC;COM;Business Organization;KWT9DJM17;2025-03-14;SXLV1E;20321;049065;KERRY GRP;IE0004906560;4519579;KYGa.I;EUR;45;451020;KYGA ID Equity;45986;0.184436836;40;IE;Y;Y;;2025-03-14;1;5.42191040405833;False;False;False;False;28.0;5.42191040405833;0.010866396018874994;0.010866396018874994;0.1;1.0;1.0;114806.08577786575
