valid_from;valid_to;index_symbol;dj_id;weightfactor;capfactor;description;not_rep_before
20250324;99991231;SXXFLVE;DE104W;1;1;;20250315
20250324;99991231;SXXFLVE;DE1080;1;1;;20250315
20250324;99991231;SXXFLVE;DE2070;1;1;;20250315
