valid_from;valid_to;index_symbol;dj_id;size;description;not_rep_before
20250324;99991231;SXXFLVE;424749;Y;;20250315
20250324;99991231;SXXFLVE;431536;Y;;20250315
;20250323;SXXFLVE;569954;Y;;20250315
;20250323;SXXFLVE;411609;Y;;20250315
